city,loc,embedding-1,embedding-2,embedding-3,embedding-4,embedding-5,embedding-6,embedding-7,embedding-8
C,41,1,1,2.65E-12,1,1,1,1,1
C,42,1,1,3.43E-14,1,1,1,1,1
C,43,1,1,1.38E-16,1,1,1,1,1
C,44,1,1,7.58E-08,1,1,1,1,0.999999404
C,45,0.93110925,6.57E-34,1,1.18E-05,0.845995188,0,0.444997221,0
C,46,0.604739606,9.93E-13,1,0.016602604,0.465015084,7.27E-18,0.262277097,2.19E-19
C,47,1,1,1.22E-14,1,1,1,1,1
C,48,0.760420322,5.34E-20,1,0.001503215,0.61651051,1.62E-28,0.315891296,4.46E-31
C,49,0.87086457,1.44E-27,1,0.000123909,0.752029717,0,0.377914995,0
C,50,0.662174284,3.33E-15,1,0.007375601,0.517134666,1.75E-21,0.279894799,2.33E-23
C,51,0.757850945,7.51E-20,1,0.001574892,0.61371851,2.63E-28,0.314683914,7.55E-31
C,52,1,1,1.67E-11,1,1,1,1,1
C,53,0.912145376,1.36E-30,1,2.65E-05,0.816304505,0,0.431974143,0
C,54,0.815254927,2.55E-23,1,0.000504859,0.679663599,2.39E-33,0.342545211,2.24E-36
C,55,0.851083219,3.40E-25,1,0.000201342,0.727188349,3.44E-36,0.37306723,0
C,56,1,1,1.13E-09,1,1,1,1,1
C,57,0.927819967,3.47E-30,1,1.04E-05,0.846692562,0,0.488236368,0
C,58,0.663470685,2.81E-15,1,0.007234733,0.518330753,1.40E-21,0.280540317,1.85E-23
C,59,0.860145152,8.39E-26,1,0.000156482,0.73959589,4.12E-37,0.380319774,0
C,60,0.934290946,5.79E-33,1,8.74E-06,0.854162633,0,0.470691204,0
C,61,0.963159621,9.29E-38,1,1.04E-06,0.908836961,0,0.543370426,0
C,62,1,1,2.45E-08,1,1,1,0.999999881,1
C,63,0.920669258,5.77E-30,1,1.56E-05,0.833569825,0,0.467847824,0
C,64,0.743537128,3.97E-19,1,0.00202712,0.598271966,3.26E-27,0.309383988,1.21E-29
C,65,0.983380437,1.75E-07,1,0.863424897,0.972574651,9.47E-11,0.922652185,6.48E-12
C,66,0.8193174,5.00E-23,1,0.00043793,0.686439812,5.51E-33,0.35252279,5.70E-36
C,67,0.812375724,6.29E-22,1,0.000482028,0.680031419,1.84E-31,0.357028812,2.70E-34
C,68,0.765990734,6.28E-20,1,0.001306965,0.624009252,1.96E-28,0.324106812,5.59E-31
C,69,0.984543145,0,1,5.02E-08,0.955461144,0,0.635428548,0
C,70,0.984804273,0,1,4.78E-08,0.95588851,0,0.632794082,0
C,71,0.947604239,2.15E-12,1,0.191632882,0.910787821,9.88E-18,0.756923497,1.86E-19
C,72,0.999979854,0.833443344,0.463330001,0.999992371,0.999967575,0.434360147,0.999863505,0.120993681
C,73,0.777887344,5.05E-21,1,0.001084865,0.635856092,5.59E-30,0.324239314,1.12E-32
C,74,0.518729568,3.37E-09,1,0.051146764,0.392907739,9.99E-13,0.238196015,9.39E-14
C,75,0.731841564,1.88E-18,1,0.00247776,0.586077094,2.75E-26,0.303702474,1.23E-28
C,76,0.952166319,4.70E-10,1,0.415428489,0.920856655,2.43E-14,0.794686198,9.24E-16
C,77,0.964823425,0,1,1.01E-06,0.91045022,0,0.526676774,0
C,78,0.999639511,7.89E-05,0.999994159,0.99893409,0.999398589,2.04E-07,0.997649968,1.47E-08
C,79,0.999927998,0.3280783,0.911293805,0.999957561,0.999884129,0.037694022,0.999552548,0.006563276
C,80,0.752694726,1.62E-19,1,0.001728373,0.608211875,7.27E-28,0.311690658,2.25E-30
C,81,0.898394525,3.34E-30,1,5.06E-05,0.792180955,0,0.399927229,0
C,82,0.898179352,3.61E-30,1,5.10E-05,0.791863918,0,0.399560511,0
C,83,0.829740882,3.04E-24,1,0.000363747,0.697679281,9.29E-35,0.349567652,6.20E-38
C,84,0.635874987,4.91E-14,1,0.010778347,0.492836863,8.67E-20,0.271392137,1.69E-21
C,85,0.938204229,4.73E-34,1,7.34E-06,0.86012125,0,0.469485343,0
C,86,0.999999762,0.05156656,0.996845305,0.999999762,0.999999523,0.000341564,0.999997139,1.19E-05
C,87,0.551561475,0.000725991,0.999781668,0.375875503,0.445664525,5.58E-05,0.322649539,2.56E-05
C,88,0.792099059,9.09E-22,1,0.000821988,0.652256966,3.76E-31,0.329422832,5.60E-34
C,89,1,1,4.28E-10,1,1,1,1,1
C,90,0.853013813,5.92E-26,1,0.000204077,0.727825463,2.73E-37,0.363455564,0
C,91,0.551858187,1.49E-10,1,0.033497252,0.419944674,1.09E-14,0.247316048,6.68E-16
C,92,1,6.55E-08,1,0.999999642,1,4.92E-13,0.999999404,1.63E-15
C,93,1,0.999908686,0.025136735,1,1,0.732802987,1,0.000878571
C,94,1,0.99999094,0.007867069,1,1,0.819700062,1,0.0002585
C,95,1,1,1.19E-19,1,1,1,1,1
C,96,1,0.999649048,0.189318389,1,1,0.104799204,1,1.24E-05
C,97,1,2.31E-10,1,0.999999881,1,6.69E-17,0.999999881,5.92E-20
C,98,0.814129949,3.79E-23,1,0.000518138,0.678424537,3.51E-33,0.340406418,3.30E-36
C,99,1,8.43E-07,1,1,1,6.50E-13,1,2.42E-16
C,100,1,1.66E-06,1,1,1,2.09E-13,1,1.98E-17
C,101,1,1,1.96E-14,1,1,1,1,1
C,102,1,2.33E-06,1,1,1,1.69E-14,1,1.94E-19
C,103,1,8.79E-06,1,1,1,2.10E-12,1,2.03E-16
C,104,0.501007736,1.67E-08,1,0.063816495,0.37872833,1.06E-11,0.233777806,1.27E-12
C,105,1,2.94E-15,1,0.999996662,1,8.23E-24,0.999999642,2.06E-27
C,106,1,0.027295081,0.999984503,1,1,2.18E-08,1,1.15E-12
C,107,1,0.999926925,0.124931224,1,1,0.063174874,1,1.42E-06
C,108,1,0.000539831,1,1,1,3.29E-12,1,1.10E-17
C,109,1,1,5.08E-22,1,1,1,1,1
C,110,1,1,1.13E-13,1,1,1,1,1
C,111,0.999999881,3.16E-29,1,0.988750994,0.999999881,0,0.999996185,0
C,112,1,1,2.25E-11,1,1,1,1,0.999997735
C,113,1,1,5.50E-23,1,1,1,1,1
C,114,0.999994159,4.81E-12,1,0.9995296,0.999989271,2.46E-18,0.999921322,6.85E-21
C,115,1,1,2.13E-18,1,1,1,1,1
C,116,1,1,2.59E-24,1,1,1,1,1
C,117,1,0.999999881,4.30E-06,1,1,0.999994874,1,0.996486783
C,118,0.722908556,2.78E-15,1,0.002242504,0.586630225,5.67E-22,0.335375875,7.09E-24
C,119,0.705985248,1.11E-11,1,0.004138012,0.578247428,3.59E-17,0.360172898,1.24E-18
C,120,0.534216821,1.22E-08,1,0.037853021,0.409692109,4.82E-12,0.255654871,5.46E-13
C,121,0.779322565,1.14E-17,1,0.000777225,0.648976147,1.52E-25,0.368800968,8.67E-28
C,122,0.654609621,5.79E-13,1,0.006949756,0.517024159,1.86E-18,0.299952418,5.06E-20
C,123,0.419898331,2.96E-05,0.999993801,0.16769889,0.316316813,6.27E-07,0.21354726,2.19E-07
C,124,0.919014513,0.097459644,0.954573512,0.932417929,0.882117927,0.039111912,0.798911095,0.023074683
C,125,0.458762586,7.73E-07,0.999999881,0.106682435,0.345747441,3.07E-09,0.223329663,6.39E-10
C,126,1,1,2.17E-11,1,1,1,1,1
C,127,1,1,1.65E-11,1,1,1,1,1
C,128,1,1,2.04E-18,1,1,1,1,1
C,129,1,1,2.67E-07,1,1,0.999999881,1,0.999952435
C,130,0.704235435,5.49E-11,1,0.004757945,0.577956855,2.85E-16,0.365798235,1.18E-17
C,131,1,1,4.38E-15,1,1,1,1,1
C,132,1,1,1.27E-14,1,1,1,1,1
C,133,1,1,6.86E-19,1,1,1,1,1
C,134,1,1,6.07E-09,1,1,1,1,1
D,0,0.999622107,3.21E-25,1,1.33E-14,0.998022556,0,0.456376553,0
D,1,0.946250498,6.67E-11,1,9.08E-05,0.903129578,1.18E-19,0.759041846,1.56E-21
D,2,0.999993324,7.48E-29,1,5.96E-14,0.999977827,0,0.999657154,0
D,3,0.99927789,2.37E-22,1,2.06E-09,0.998156607,0,0.986769557,0
D,4,0.999200642,3.68E-23,1,2.21E-09,0.997950971,0,0.985053599,0
D,5,0.991831601,1.11E-18,1,5.11E-07,0.982036173,5.84E-33,0.918413222,3.25E-36
D,6,0.999999046,3.62E-35,1,4.34E-16,0.999996185,0,0.999908209,0
D,7,0.940401316,2.05E-14,1,6.91E-05,0.890073895,5.64E-24,0.708320141,3.02E-26
D,8,1,0,1,9.42E-20,0.999999881,0,0.99999404,0
D,9,0.999998212,7.62E-34,1,1.96E-15,0.999993563,0,0.999860287,0
D,10,0.977907598,7.25E-17,1,6.05E-06,0.954936385,6.50E-29,0.838218331,9.94E-32
D,11,1,0,1,2.43E-22,1,0,0.999999166,0
D,12,0.999947309,3.97E-29,1,3.96E-12,0.999838829,0,0.997994065,0
D,13,0.999999881,0,1,6.20E-18,0.999999285,0,0.999974966,0
D,14,0.999997854,2.94E-36,1,1.84E-15,0.999991894,0,0.999815047,0
D,15,0.998824894,1.28E-19,1,9.10E-09,0.997146547,1.48E-37,0.982441962,0
D,16,0.999950051,5.41E-27,1,5.07E-12,0.999850392,0,0.998265922,0
D,17,0.999998689,1.00E-33,1,1.11E-15,0.999994993,0,0.999888659,0
D,18,0.999990106,1.57E-30,1,9.98E-14,0.999967217,0,0.999483109,0
D,19,0.996368766,6.96E-23,1,5.27E-08,0.991308033,0,0.948389471,0
D,20,0.999948978,1.24E-27,1,4.58E-12,0.999845624,0,0.998175263,0
D,21,0.519737363,3.09E-05,0.999993801,0.235654384,0.408211917,5.75E-07,0.276939541,1.84E-07
D,22,0.99217236,2.02E-17,1,5.99E-07,0.982950628,1.94E-31,0.925063491,1.46E-34
D,23,0.978408813,2.47E-16,1,5.36E-06,0.95604986,3.01E-28,0.844773293,5.57E-31
D,24,0.999999881,3.85E-38,1,2.30E-18,0.999999523,0,0.99998498,0
D,25,0.99882406,2.13E-19,1,9.47E-09,0.997150362,2.86E-37,0.982614338,0
D,26,0.999881268,0.999357283,0.00100027,0.999983072,0.999822557,0.999827325,0.999445379,0.999651313
D,27,0.999995351,3.54E-29,1,2.46E-14,0.999984264,0,0.999744833,0
D,28,0.999369919,1.07E-19,1,2.39E-09,0.998426676,9.95E-39,0.989565611,0
D,29,0.993282914,2.32E-18,1,4.67E-07,0.985105038,5.77E-33,0.930191457,2.86E-36
D,30,0.783540189,8.42E-10,1,0.0028176,0.674120903,1.56E-15,0.462833583,6.63E-17
D,31,0.999651909,3.15E-24,1,3.27E-10,0.999064624,0,0.992196321,0
D,32,0.884870708,7.52E-11,1,0.000563197,0.808129191,3.43E-18,0.608057261,7.02E-20
D,33,0.997405946,7.04E-21,1,3.26E-08,0.993829429,9.18E-38,0.964336753,0
D,34,0.999772489,1.73E-21,1,2.64E-10,0.999395013,0,0.995154142,0
D,35,0.999995947,1.02E-32,1,1.01E-14,0.999985576,0,0.999731362,0
D,36,0.99999392,7.91E-32,1,2.56E-14,0.999979019,0,0.99963665,0
D,37,0.999998689,4.59E-35,1,7.03E-16,0.999994993,0,0.999883771,0
D,38,1,0,1,5.22E-20,0.999999881,0,0.999996305,0
D,39,0.999999762,1.19E-35,1,1.70E-17,0.999999285,0,0.999977589,0
D,40,0.997172058,1.08E-16,1,9.24E-08,0.993590713,2.62E-32,0.968043804,1.28E-35
D,41,0.995673716,1.35E-18,1,1.30E-07,0.990183771,5.99E-34,0.951190293,2.45E-37
D,42,0.999951005,5.85E-27,1,3.87E-12,0.999853015,0,0.998310566,0
D,43,1,0,1,1.17E-23,1,0,0.999999762,0
D,44,1,0,1,2.41E-21,1,0,0.999998212,0
D,45,1,0,1,2.44E-20,0.999999881,0,0.999994874,0
D,46,0.999999285,9.34E-35,1,2.14E-16,0.999997258,0,0.999931931,0
D,47,0.999961138,4.39E-25,1,4.39E-12,0.999884486,0,0.998710871,0
D,48,1,0,1,1.00E-20,1,0,0.999997854,0
D,49,0.999999404,5.96E-32,1,9.20E-17,0.999997497,0,0.999898791,0
D,50,1,0,1,9.49E-20,0.999999881,0,0.999993205,0
D,51,1,0,1,4.79E-20,0.999999881,0,0.999995112,0
D,52,0.249258816,9.67E-12,1,6.95E-08,0.070019551,1.82E-17,0.000105499,1.17E-18
D,53,1,0,1,2.41E-22,1,0,0.999999046,0
D,54,0.999989748,2.45E-32,1,6.34E-14,0.999965191,0,0.999422908,0
D,55,1,0,1,5.98E-20,0.999999881,0,0.999995232,0
D,56,1,0,1,6.12E-23,1,0,0.999999166,0
D,57,1,0,1,2.59E-22,1,0,0.999999046,0
D,58,0.999989271,3.83E-31,1,9.08E-14,0.999963999,0,0.999429762,0
D,59,1,0,1,9.94E-21,1,0,0.999996901,0
D,60,0.999990344,2.13E-30,1,7.91E-14,0.999968052,0,0.999501586,0
D,61,0.977532148,1.35E-18,1,3.70E-06,0.953353584,4.79E-31,0.826110363,5.12E-34
D,62,0.999511123,1.45E-23,1,6.50E-10,0.998713374,0,0.989969313,0
D,63,0.958974898,4.61E-14,1,2.83E-05,0.922017574,3.56E-24,0.776001096,1.79E-26
D,64,0.996382594,0.939807892,0.102954075,0.998817265,0.994545341,0.954923749,0.987190664,0.925079942
D,65,0.999999642,1.74E-36,1,3.16E-17,0.999998689,0,0.99996376,0
D,66,0.999662757,1.84E-21,1,4.71E-10,0.999118388,0,0.993320107,0
D,67,0.999999762,1.29E-34,1,3.00E-17,0.999998927,0,0.999971271,0
D,68,0.996962011,1.65E-18,1,6.37E-08,0.993001878,1.90E-34,0.963579714,6.52E-38
D,69,0.908942163,3.93E-16,1,5.95E-10,0.694246471,2.35E-28,0.005014527,7.18E-31
D,70,0.9998492,9.26E-22,1,9.24E-11,0.999591291,0,0.996561825,0
D,71,0.998841226,2.38E-32,1,6.64E-21,0.982263863,0,0.000168513,0
D,72,0.957265139,5.27E-11,1,5.50E-05,0.921383679,3.28E-20,0.79341644,3.69E-22
D,73,0.792535663,1.69E-07,1,0.00246883,0.6858055,9.25E-13,0.462385416,7.09E-14
D,74,1,1,3.99E-10,1,1,1,1,1
E,0,0.364633113,0.006383749,0.997000396,0.303048939,0.27563718,0.001580831,0.199642703,0.001175686
E,1,0.851218104,0.484545857,0.610311091,0.916326106,0.793550491,0.531049192,0.687292218,0.505288184
E,2,0.514349818,0.000652273,0.999804676,0.255986363,0.40749386,3.77E-05,0.287310153,1.83E-05
E,3,0.999926805,0.999853611,0.000198623,0.999992251,0.999890089,0.999977827,0.999659061,0.999961853
E,4,0.998931587,0.993483603,0.008046121,0.999571741,0.998218,0.998111248,0.991953075,0.997267008
E,5,0.851132691,2.10E-09,1,0.001080254,0.762842178,8.68E-16,0.565396667,3.33E-17
E,6,0.404079974,0.000138787,0.999963284,0.200136304,0.304564357,5.79E-06,0.209407866,2.49E-06
E,7,0.456843495,1.20E-05,0.999997973,0.099927418,0.347935945,1.18E-07,0.233784243,3.55E-08
E,8,0.999998689,0.999997735,3.18E-06,0.999999881,0.999998093,0.999999881,0.999991775,0.999999642
E,9,0.970612884,0.931486189,0.090864606,0.99009198,0.9569031,0.969319701,0.920035839,0.965059042
E,10,0.21919708,9.96E-08,1,0.000111939,0.093232922,1.70E-10,0.00220368,4.30E-11
E,11,0.850652874,0.000779509,0.999521613,0.170673221,0.715755582,0.000143344,0.105996981,6.83E-05
E,12,0.776415765,0.00215225,0.998311639,0.160665676,0.606791735,0.000833786,0.069918014,0.000503266
E,13,0.546034336,1.28E-06,0.999999881,0.036061145,0.426337928,1.67E-09,0.283692777,3.36E-10
E,14,0.754413307,0.053344522,0.972652316,0.773846388,0.671218157,0.022768691,0.543253481,0.01611313
