,s_region,e_region,index
448,H_24,H_29,0.2
449,H_24,H_30,0.9999999999999999
450,H_24,H_32,0.7
451,H_24,H_33,0.1
452,H_24,H_34,0.6
453,H_24,H_4,0.1
454,H_24,H_7,0.2
455,H_25,H_12,0.30000000000000004
456,H_25,H_13,0.2
457,H_25,H_14,0.9999999999999999
458,H_25,H_15,1.8000000000000005
459,H_25,H_16,1.8000000000000007
460,H_25,H_17,3.2000000000000015
461,H_25,H_18,0.7
462,H_25,H_19,2.300000000000001
463,H_25,H_20,0.2
464,H_25,H_21,0.4
465,H_25,H_22,26.80000000000004
466,H_25,H_23,40.50000000000027
467,H_25,H_24,1.0999999999999999
468,H_25,H_25,34.900000000000176
469,H_25,H_26,0.1
470,H_25,H_27,9.399999999999986
471,H_25,H_28,3.0000000000000013
472,H_25,H_30,0.4
473,H_25,H_31,0.1
474,H_25,H_32,2.500000000000001
475,H_25,H_33,0.1
476,H_25,H_34,0.7999999999999999
477,H_25,H_36,0.1
478,H_25,H_47,0.1
479,H_25,H_49,0.30000000000000004
480,H_25,H_5,0.1
481,H_25,H_8,0.1
482,H_26,H_14,0.1
483,H_26,H_15,1.4000000000000001
484,H_26,H_16,2.700000000000001
485,H_26,H_17,2.400000000000001
486,H_26,H_18,1.8000000000000005
487,H_26,H_19,0.30000000000000004
488,H_26,H_20,0.7
489,H_26,H_21,0.4
490,H_26,H_22,0.4
491,H_26,H_23,0.8999999999999999
492,H_26,H_25,0.1
493,H_26,H_26,8.999999999999986
494,H_26,H_27,0.2
495,H_26,H_29,2.400000000000001
496,H_26,H_30,0.30000000000000004
497,H_26,H_32,0.4
498,H_26,H_34,0.1
499,H_26,H_39,0.1
500,H_26,H_8,0.1
501,H_27,H_12,0.1
502,H_27,H_13,0.6
503,H_27,H_14,1.6000000000000003
504,H_27,H_15,0.5
505,H_27,H_16,0.7999999999999999
506,H_27,H_17,2.300000000000001
507,H_27,H_18,1.9000000000000006
508,H_27,H_19,0.4
509,H_27,H_20,0.7999999999999999
510,H_27,H_21,1.9000000000000004
511,H_27,H_22,21.10000000000003
512,H_27,H_23,22.000000000000043
513,H_27,H_24,1.3
514,H_27,H_25,10.199999999999987
515,H_27,H_26,0.2
516,H_27,H_27,19.79999999999999
517,H_27,H_28,15.399999999999963
518,H_27,H_30,0.7
519,H_27,H_31,0.1
520,H_27,H_32,4.400000000000001
521,H_27,H_33,0.4
522,H_27,H_34,1.2
523,H_27,H_35,0.2
524,H_27,H_39,0.30000000000000004
525,H_27,H_44,0.1
526,H_27,H_45,0.2
527,H_27,H_49,0.1
528,H_28,H_0,0.2
529,H_28,H_12,0.6000000000000001
530,H_28,H_13,0.30000000000000004
531,H_28,H_14,0.2
532,H_28,H_15,0.6
533,H_28,H_16,0.5
534,H_28,H_17,0.7999999999999999
535,H_28,H_18,0.6
536,H_28,H_19,0.30000000000000004
537,H_28,H_20,0.4
538,H_28,H_21,0.6
539,H_28,H_22,6.499999999999994
540,H_28,H_23,7.999999999999991
541,H_28,H_24,0.2
542,H_28,H_25,3.4000000000000017
543,H_28,H_27,15.999999999999966
544,H_28,H_28,12.399999999999974
545,H_28,H_30,0.4
546,H_28,H_32,4.9
547,H_28,H_33,0.4
548,H_28,H_34,0.4
549,H_28,H_35,0.2
550,H_28,H_36,0.1
551,H_28,H_47,0.1
552,H_29,H_12,0.2
553,H_29,H_15,0.1
554,H_29,H_16,0.2
555,H_29,H_17,0.8
556,H_29,H_18,0.2
557,H_29,H_20,0.2
558,H_29,H_21,0.2
559,H_29,H_22,0.1
560,H_29,H_23,0.1
561,H_29,H_24,0.2
562,H_29,H_26,2.6000000000000014
563,H_29,H_29,23.400000000000052
564,H_29,H_31,0.1
565,H_29,H_32,0.1
566,H_29,H_34,0.1
567,H_3,H_2,0.1
568,H_3,H_21,0.1
569,H_3,H_3,30.800000000000168
570,H_3,H_4,1.3
571,H_3,H_5,0.1
572,H_3,H_6,0.5
573,H_3,H_7,1.2
574,H_3,H_8,0.1
575,H_3,H_9,1.0999999999999999
576,H_30,H_10,0.2
577,H_30,H_12,0.1
578,H_30,H_14,0.1
579,H_30,H_15,1.8000000000000005
580,H_30,H_16,2.400000000000001
581,H_30,H_17,5.399999999999998
582,H_30,H_18,1.3
583,H_30,H_19,0.2
584,H_30,H_20,0.9999999999999999
585,H_30,H_21,1.4000000000000001
586,H_30,H_22,2.2000000000000006
587,H_30,H_23,1.3
588,H_30,H_24,1.0999999999999999
589,H_30,H_25,0.4
590,H_30,H_26,0.6
591,H_30,H_27,0.8999999999999999
592,H_30,H_28,0.1
593,H_30,H_30,62.10000000000055
594,H_30,H_32,0.30000000000000004
595,H_30,H_34,0.5
596,H_30,H_35,0.6
597,H_30,H_38,0.1
598,H_30,H_43,0.30000000000000004
599,H_30,H_45,0.2
600,H_30,H_47,0.1
601,H_30,H_49,0.2
602,H_30,H_8,0.1
603,H_31,H_12,0.2
604,H_31,H_13,0.1
605,H_31,H_14,0.2
606,H_31,H_15,0.30000000000000004
607,H_31,H_17,0.4
608,H_31,H_18,0.30000000000000004
609,H_31,H_21,0.1
610,H_31,H_22,0.1
611,H_31,H_23,0.4
612,H_31,H_25,0.1
613,H_31,H_31,0.4
614,H_31,H_32,0.2
615,H_31,H_34,1.0999999999999999
616,H_31,H_43,0.1
617,H_32,H_12,0.30000000000000004
618,H_32,H_13,0.30000000000000004
619,H_32,H_14,0.2
620,H_32,H_15,0.2
621,H_32,H_16,0.9999999999999999
622,H_32,H_17,2.2
623,H_32,H_18,0.4
624,H_32,H_19,0.4
625,H_32,H_21,0.8
626,H_32,H_22,4.5
627,H_32,H_23,6.899999999999994
628,H_32,H_24,0.7
629,H_32,H_25,2.1000000000000005
630,H_32,H_26,0.5
631,H_32,H_27,3.800000000000002
632,H_32,H_28,3.900000000000002
633,H_32,H_29,0.1
634,H_32,H_30,0.4
635,H_32,H_32,51.30000000000037
636,H_32,H_33,9.799999999999983
637,H_32,H_34,2.800000000000001
638,H_32,H_35,0.2
639,H_32,H_4,0.1
640,H_32,H_43,0.1
641,H_32,H_44,0.2
642,H_32,H_6,0.1
643,H_33,H_12,0.1
644,H_33,H_16,0.1
645,H_33,H_17,0.2
646,H_33,H_22,0.4
647,H_33,H_23,0.7
648,H_33,H_24,0.1
649,H_33,H_25,0.1
650,H_33,H_27,0.4
651,H_33,H_28,0.30000000000000004
652,H_33,H_32,10.399999999999979
653,H_33,H_33,2.4000000000000004
654,H_33,H_35,0.1
655,H_34,H_12,1.4000000000000001
656,H_34,H_13,3.800000000000002
657,H_34,H_14,1.7000000000000004
658,H_34,H_15,0.7999999999999999
659,H_34,H_16,1.2000000000000002
660,H_34,H_17,1.4000000000000001
661,H_34,H_18,0.7
662,H_34,H_19,0.1
663,H_34,H_20,0.5
664,H_34,H_21,0.30000000000000004
665,H_34,H_22,3.0000000000000013
666,H_34,H_23,3.800000000000002
667,H_34,H_24,0.6
668,H_34,H_25,0.7999999999999999
669,H_34,H_26,0.30000000000000004
670,H_34,H_27,0.7
671,H_34,H_28,0.5
672,H_34,H_30,1.0999999999999999
673,H_34,H_31,1.2
674,H_34,H_32,3.2000000000000006
675,H_34,H_34,206.2999999999944
676,H_34,H_36,0.4
677,H_34,H_40,0.1
678,H_34,H_45,0.1
679,H_35,H_14,0.2
680,H_35,H_15,0.2
681,H_35,H_17,0.1
682,H_35,H_18,0.4
683,H_35,H_19,0.1
684,H_35,H_22,0.4
685,H_35,H_23,0.1
686,H_35,H_25,0.1
687,H_35,H_27,0.1
688,H_35,H_28,0.1
689,H_35,H_30,0.5
690,H_35,H_32,0.30000000000000004
691,H_35,H_33,0.1
692,H_35,H_35,2.1000000000000005
693,H_35,H_45,0.1
694,H_35,H_49,0.1
695,H_36,H_12,0.1
696,H_36,H_16,0.5
697,H_36,H_17,0.4
698,H_36,H_18,0.1
699,H_36,H_19,0.1
700,H_36,H_21,0.1
701,H_36,H_22,0.4
702,H_36,H_23,0.6
703,H_36,H_24,0.30000000000000004
704,H_36,H_25,0.1
705,H_36,H_28,0.1
706,H_36,H_30,0.30000000000000004
707,H_36,H_32,0.2
708,H_36,H_33,0.1
709,H_36,H_34,0.2
710,H_36,H_36,6.499999999999993
711,H_36,H_39,0.1
712,H_36,H_40,0.5
713,H_36,H_43,0.7999999999999999
714,H_36,H_44,1.7000000000000004
715,H_36,H_45,0.30000000000000004
716,H_36,H_46,0.4
717,H_36,H_49,0.4
718,H_36,H_8,0.1
719,H_37,H_12,0.1
720,H_37,H_16,0.30000000000000004
721,H_37,H_18,0.1
722,H_37,H_21,0.2
723,H_37,H_23,0.1
724,H_37,H_24,0.1
725,H_37,H_26,0.1
726,H_37,H_35,0.1
727,H_37,H_37,61.20000000000055
728,H_37,H_38,107.79999999999862
729,H_37,H_39,38.80000000000024
730,H_37,H_41,0.30000000000000004
731,H_37,H_42,0.2
732,H_37,H_47,3.4000000000000012
733,H_37,H_48,0.8999999999999999
734,H_37,H_49,0.1
735,H_37,H_51,0.2
736,H_38,H_0,0.1
737,H_38,H_16,0.1
738,H_38,H_17,0.30000000000000004
739,H_38,H_21,0.30000000000000004
740,H_38,H_22,0.1
741,H_38,H_23,0.1
742,H_38,H_34,0.1
743,H_38,H_37,103.69999999999877
744,H_38,H_38,241.69999999999152
745,H_38,H_39,173.19999999999493
746,H_38,H_41,0.1
747,H_38,H_42,0.4
748,H_38,H_45,0.2
749,H_38,H_47,6.099999999999995
750,H_38,H_48,0.4
751,H_38,H_49,0.1
752,H_38,H_51,0.1
753,H_38,H_8,0.1
754,H_38,H_9,0.1
755,H_39,H_14,0.1
756,H_39,H_16,0.2
757,H_39,H_17,1.0999999999999999
758,H_39,H_19,0.1
759,H_39,H_20,0.1
760,H_39,H_21,1.8000000000000007
761,H_39,H_22,0.2
762,H_39,H_23,0.4
763,H_39,H_26,0.1
764,H_39,H_34,0.1
765,H_39,H_36,0.1
766,H_39,H_37,37.900000000000226
767,H_39,H_38,169.19999999999527
768,H_39,H_39,125.09999999999809
769,H_39,H_41,1.3000000000000003
770,H_39,H_42,0.6
771,H_39,H_44,0.2
772,H_39,H_45,0.4
773,H_39,H_47,4.100000000000001
774,H_39,H_49,0.30000000000000004
775,H_39,H_51,0.4
776,H_39,H_8,0.30000000000000004
777,H_4,H_0,0.5
778,H_4,H_1,5.399999999999998
779,H_4,H_10,9.899999999999983
780,H_4,H_11,9.799999999999985
781,H_4,H_12,0.4
782,H_4,H_14,0.1
783,H_4,H_15,0.1
784,H_4,H_16,0.30000000000000004
785,H_4,H_17,0.7999999999999999
786,H_4,H_18,0.1
787,H_4,H_2,0.7
788,H_4,H_21,0.1
789,H_4,H_22,0.8
790,H_4,H_23,0.6
791,H_4,H_24,0.2
792,H_4,H_3,0.7
793,H_4,H_38,0.1
794,H_4,H_4,123.29999999999781
795,H_4,H_42,0.1
796,H_4,H_44,0.1
797,H_4,H_49,0.1
798,H_4,H_5,25.200000000000085
799,H_4,H_6,46.60000000000035
800,H_4,H_7,83.49999999999964
801,H_4,H_8,33.60000000000015
802,H_4,H_9,73.4000000000001
803,H_40,H_16,0.2
804,H_40,H_22,0.1
805,H_40,H_23,0.2
806,H_40,H_27,0.1
807,H_40,H_28,0.1
808,H_40,H_34,0.1
809,H_40,H_36,0.4
810,H_40,H_39,0.2
811,H_40,H_40,43.10000000000029
812,H_40,H_43,1.6000000000000003
813,H_40,H_44,6.799999999999992
814,H_40,H_45,2.600000000000001
815,H_40,H_46,25.500000000000068
816,H_40,H_49,3.0000000000000013
817,H_41,H_37,0.2
818,H_41,H_38,0.5
819,H_41,H_39,1.3
820,H_41,H_41,0.8999999999999999
821,H_41,H_42,4.000000000000002
822,H_41,H_44,0.1
823,H_41,H_47,0.30000000000000004
824,H_42,H_37,0.1
825,H_42,H_38,0.30000000000000004
826,H_42,H_39,1.0
827,H_42,H_41,4.100000000000001
828,H_42,H_44,0.1
829,H_42,H_45,0.1
830,H_42,H_47,0.1
831,H_43,H_10,0.1
832,H_43,H_15,0.2
833,H_43,H_17,0.2
834,H_43,H_20,0.1
835,H_43,H_21,0.30000000000000004
836,H_43,H_22,0.1
837,H_43,H_30,0.30000000000000004
838,H_43,H_31,0.1
839,H_43,H_32,0.30000000000000004
840,H_43,H_36,0.6
841,H_43,H_38,0.4
842,H_43,H_40,1.4000000000000001
843,H_43,H_43,14.999999999999966
844,H_43,H_44,31.500000000000146
845,H_43,H_45,5.199999999999998
846,H_43,H_46,0.4
847,H_43,H_47,0.1
848,H_43,H_49,12.199999999999976
849,H_43,H_50,0.1
850,H_44,H_15,0.4
851,H_44,H_16,0.7999999999999999
852,H_44,H_17,0.7
853,H_44,H_18,0.1
854,H_44,H_19,0.30000000000000004
855,H_44,H_20,0.30000000000000004
856,H_44,H_21,0.7
857,H_44,H_22,0.2
858,H_44,H_23,0.30000000000000004
859,H_44,H_28,0.1
860,H_44,H_32,0.2
861,H_44,H_34,0.1
862,H_44,H_36,1.8000000000000003
863,H_44,H_39,0.30000000000000004
864,H_44,H_40,6.999999999999993
865,H_44,H_43,33.300000000000146
866,H_44,H_44,141.2999999999969
867,H_44,H_45,52.30000000000039
868,H_44,H_46,2.300000000000001
869,H_44,H_49,65.60000000000053
870,H_44,H_5,0.1
