,s_region,e_region,index
224,D_14,D_19,0.4
225,D_14,D_2,4.200000000000001
226,D_14,D_20,0.4
227,D_14,D_21,0.1
228,D_14,D_22,0.2
229,D_14,D_23,0.2
230,D_14,D_24,0.8999999999999999
231,D_14,D_25,0.2
232,D_14,D_27,0.2
233,D_14,D_28,0.1
234,D_14,D_29,0.1
235,D_14,D_3,3.4000000000000017
236,D_14,D_35,0.30000000000000004
237,D_14,D_37,0.30000000000000004
238,D_14,D_38,0.4
239,D_14,D_39,0.1
240,D_14,D_4,2.9000000000000017
241,D_14,D_41,0.1
242,D_14,D_42,0.5
243,D_14,D_43,0.4
244,D_14,D_44,0.7
245,D_14,D_45,0.2
246,D_14,D_47,0.2
247,D_14,D_48,0.30000000000000004
248,D_14,D_5,4.999999999999999
249,D_14,D_51,0.2
250,D_14,D_53,0.1
251,D_14,D_55,0.30000000000000004
252,D_14,D_56,0.2
253,D_14,D_57,0.5
254,D_14,D_59,0.2
255,D_14,D_6,13.599999999999968
256,D_14,D_60,0.1
257,D_14,D_65,0.1
258,D_14,D_67,0.1
259,D_14,D_7,4.799999999999998
260,D_14,D_70,0.1
261,D_14,D_8,83.8999999999996
262,D_14,D_9,77.70000000000003
263,D_15,D_10,0.4
264,D_15,D_11,35.80000000000019
265,D_15,D_12,7.399999999999991
266,D_15,D_13,6.7999999999999945
267,D_15,D_14,4.200000000000001
268,D_15,D_15,25.000000000000064
269,D_15,D_16,2.2000000000000006
270,D_15,D_17,2.400000000000001
271,D_15,D_19,0.2
272,D_15,D_2,1.0999999999999999
273,D_15,D_21,0.1
274,D_15,D_24,0.2
275,D_15,D_29,0.1
276,D_15,D_3,1.3
277,D_15,D_35,0.1
278,D_15,D_38,0.1
279,D_15,D_39,0.2
280,D_15,D_4,0.5
281,D_15,D_5,0.8999999999999999
282,D_15,D_54,0.1
283,D_15,D_6,4.200000000000001
284,D_15,D_7,0.2
285,D_15,D_8,4.9
286,D_15,D_9,2.7000000000000015
287,D_16,D_0,0.6
288,D_16,D_1,0.2
289,D_16,D_10,3.900000000000002
290,D_16,D_11,12.199999999999976
291,D_16,D_12,7.89999999999999
292,D_16,D_13,23.90000000000007
293,D_16,D_14,44.50000000000032
294,D_16,D_15,2.2000000000000006
295,D_16,D_16,62.60000000000054
296,D_16,D_17,52.10000000000043
297,D_16,D_18,0.5
298,D_16,D_19,0.30000000000000004
299,D_16,D_2,1.6
300,D_16,D_21,0.4
301,D_16,D_22,0.1
302,D_16,D_24,1.0999999999999999
303,D_16,D_25,0.1
304,D_16,D_27,0.2
305,D_16,D_28,0.2
306,D_16,D_3,0.9999999999999999
307,D_16,D_31,0.1
308,D_16,D_35,0.2
309,D_16,D_36,0.4
310,D_16,D_38,0.5
311,D_16,D_39,0.1
312,D_16,D_4,1.4
313,D_16,D_46,0.4
314,D_16,D_48,0.2
315,D_16,D_49,0.2
316,D_16,D_5,2.600000000000001
317,D_16,D_50,0.1
318,D_16,D_51,0.1
319,D_16,D_59,0.4
320,D_16,D_6,5.9999999999999964
321,D_16,D_7,1.2
322,D_16,D_71,0.1
323,D_16,D_8,18.19999999999999
324,D_16,D_9,12.599999999999973
325,D_17,D_10,2.600000000000001
326,D_17,D_11,16.099999999999962
327,D_17,D_12,7.599999999999991
328,D_17,D_13,22.90000000000004
329,D_17,D_14,27.200000000000102
330,D_17,D_15,2.3000000000000007
331,D_17,D_16,49.7000000000004
332,D_17,D_17,143.79999999999714
333,D_17,D_18,0.1
334,D_17,D_19,0.30000000000000004
335,D_17,D_2,2.2
336,D_17,D_20,1.0999999999999999
337,D_17,D_21,0.2
338,D_17,D_24,0.8999999999999999
339,D_17,D_25,0.1
340,D_17,D_29,0.1
341,D_17,D_3,1.8000000000000003
342,D_17,D_36,0.7
343,D_17,D_38,1.2000000000000002
344,D_17,D_39,0.4
345,D_17,D_4,2.3000000000000007
346,D_17,D_42,0.5
347,D_17,D_43,0.2
348,D_17,D_44,0.1
349,D_17,D_46,0.1
350,D_17,D_48,1.3
351,D_17,D_49,0.2
352,D_17,D_5,1.3
353,D_17,D_50,0.2
354,D_17,D_51,0.2
355,D_17,D_53,0.1
356,D_17,D_54,0.2
357,D_17,D_56,0.1
358,D_17,D_57,0.1
359,D_17,D_58,0.1
360,D_17,D_59,0.2
361,D_17,D_6,6.899999999999993
362,D_17,D_65,0.2
363,D_17,D_67,0.2
364,D_17,D_7,1.0999999999999999
365,D_17,D_8,17.199999999999978
366,D_17,D_9,6.699999999999994
367,D_18,D_10,0.4
368,D_18,D_11,1.6000000000000003
369,D_18,D_12,0.7999999999999999
370,D_18,D_13,2.1000000000000005
371,D_18,D_14,0.8999999999999999
372,D_18,D_15,0.1
373,D_18,D_16,0.30000000000000004
374,D_18,D_17,0.30000000000000004
375,D_18,D_18,165.89999999999554
376,D_18,D_19,212.6999999999932
377,D_18,D_2,0.4
378,D_18,D_20,201.1999999999938
379,D_18,D_22,17.099999999999973
380,D_18,D_23,37.00000000000019
381,D_18,D_26,0.6
382,D_18,D_29,4.699999999999999
383,D_18,D_32,0.30000000000000004
384,D_18,D_37,0.2
385,D_18,D_38,0.9
386,D_18,D_39,0.7
387,D_18,D_40,0.30000000000000004
388,D_18,D_41,0.1
389,D_18,D_43,0.1
390,D_18,D_45,0.1
391,D_18,D_47,0.7999999999999999
392,D_18,D_48,1.4000000000000001
393,D_18,D_49,0.2
394,D_18,D_5,0.1
395,D_18,D_50,0.1
396,D_18,D_53,0.7
397,D_18,D_55,0.1
398,D_18,D_56,0.30000000000000004
399,D_18,D_57,0.1
400,D_18,D_6,0.7999999999999999
401,D_18,D_73,0.30000000000000004
402,D_18,D_8,1.0999999999999999
403,D_18,D_9,0.5
404,D_19,D_10,0.2
405,D_19,D_11,1.0999999999999999
406,D_19,D_12,0.8999999999999999
407,D_19,D_13,1.9000000000000006
408,D_19,D_14,0.30000000000000004
409,D_19,D_16,0.2
410,D_19,D_17,0.2
411,D_19,D_18,212.69999999999297
412,D_19,D_19,133.69999999999715
413,D_19,D_2,0.2
414,D_19,D_20,156.09999999999596
415,D_19,D_22,20.00000000000001
416,D_19,D_23,36.700000000000216
417,D_19,D_24,0.2
418,D_19,D_26,0.30000000000000004
419,D_19,D_29,3.3000000000000016
420,D_19,D_30,0.30000000000000004
421,D_19,D_34,0.30000000000000004
422,D_19,D_35,0.1
423,D_19,D_38,1.5000000000000002
424,D_19,D_39,0.5
425,D_19,D_40,0.2
426,D_19,D_43,0.30000000000000004
427,D_19,D_44,0.1
428,D_19,D_47,0.7999999999999999
429,D_19,D_48,1.9000000000000004
430,D_19,D_49,0.2
431,D_19,D_5,0.1
432,D_19,D_54,0.1
433,D_19,D_55,0.1
434,D_19,D_56,0.2
435,D_19,D_57,0.2
436,D_19,D_6,0.4
437,D_19,D_64,0.1
438,D_19,D_67,0.1
439,D_19,D_8,0.9999999999999999
440,D_19,D_9,0.5
441,D_2,D_0,0.4
442,D_2,D_1,0.30000000000000004
443,D_2,D_10,0.30000000000000004
444,D_2,D_11,13.399999999999975
445,D_2,D_12,2.500000000000001
446,D_2,D_13,8.099999999999989
447,D_2,D_14,3.8000000000000016
448,D_2,D_15,0.4
449,D_2,D_16,1.3
450,D_2,D_17,1.6000000000000003
451,D_2,D_18,0.6
452,D_2,D_19,0.2
453,D_2,D_2,186.09999999999457
454,D_2,D_20,0.1
455,D_2,D_24,0.2
456,D_2,D_28,0.2
457,D_2,D_29,0.2
458,D_2,D_3,11.299999999999978
459,D_2,D_30,0.1
460,D_2,D_34,0.1
461,D_2,D_36,0.1
462,D_2,D_38,0.30000000000000004
463,D_2,D_4,21.80000000000003
464,D_2,D_44,0.1
465,D_2,D_45,0.1
466,D_2,D_46,0.1
467,D_2,D_48,0.1
468,D_2,D_5,8.999999999999986
469,D_2,D_50,0.1
470,D_2,D_56,0.30000000000000004
471,D_2,D_57,0.1
472,D_2,D_58,0.1
473,D_2,D_59,0.1
474,D_2,D_6,16.099999999999966
475,D_2,D_67,0.1
476,D_2,D_7,0.5
477,D_2,D_8,7.89999999999999
478,D_2,D_9,5.399999999999998
479,D_20,D_0,0.1
480,D_20,D_11,2.1000000000000005
481,D_20,D_12,0.6
482,D_20,D_13,3.3000000000000016
483,D_20,D_14,0.5
484,D_20,D_15,0.1
485,D_20,D_17,1.1
486,D_20,D_18,207.1999999999933
487,D_20,D_19,160.89999999999574
488,D_20,D_2,0.1
489,D_20,D_20,149.29999999999634
490,D_20,D_21,0.1
491,D_20,D_22,13.799999999999969
492,D_20,D_23,70.80000000000027
493,D_20,D_26,0.8999999999999999
494,D_20,D_27,0.1
495,D_20,D_29,3.700000000000002
496,D_20,D_3,0.1
497,D_20,D_30,0.1
498,D_20,D_32,0.1
499,D_20,D_34,0.5
500,D_20,D_37,0.1
501,D_20,D_38,1.6000000000000003
502,D_20,D_39,0.9999999999999999
503,D_20,D_41,0.1
504,D_20,D_47,0.4
505,D_20,D_48,2.3000000000000007
506,D_20,D_49,0.4
507,D_20,D_5,0.2
508,D_20,D_51,0.2
509,D_20,D_54,0.1
510,D_20,D_56,0.1
511,D_20,D_57,0.1
512,D_20,D_59,0.2
513,D_20,D_6,0.7999999999999999
514,D_20,D_65,0.1
515,D_20,D_70,0.30000000000000004
516,D_20,D_8,1.5000000000000002
517,D_20,D_9,0.9999999999999999
518,D_21,D_10,0.30000000000000004
519,D_21,D_11,0.4
520,D_21,D_12,0.1
521,D_21,D_13,0.4
522,D_21,D_14,0.2
523,D_21,D_15,0.1
524,D_21,D_16,0.30000000000000004
525,D_21,D_17,0.2
526,D_21,D_20,0.1
527,D_21,D_21,6.899999999999999
528,D_21,D_24,0.1
529,D_21,D_27,0.1
530,D_21,D_31,0.1
531,D_21,D_4,0.2
532,D_21,D_45,0.1
533,D_21,D_53,0.1
534,D_21,D_6,0.4
535,D_21,D_8,0.2
536,D_22,D_10,0.1
537,D_22,D_11,0.1
538,D_22,D_13,0.4
539,D_22,D_14,0.1
540,D_22,D_18,16.799999999999972
541,D_22,D_19,21.50000000000003
542,D_22,D_20,14.499999999999968
543,D_22,D_22,54.100000000000385
544,D_22,D_23,4.200000000000001
545,D_22,D_24,0.2
546,D_22,D_26,0.1
547,D_22,D_29,4.000000000000002
548,D_22,D_30,0.2
549,D_22,D_32,0.1
550,D_22,D_34,1.2
551,D_22,D_36,0.1
552,D_22,D_38,0.6
553,D_22,D_39,0.7999999999999999
554,D_22,D_4,0.1
555,D_22,D_45,0.1
556,D_22,D_47,0.7999999999999999
557,D_22,D_48,0.7999999999999999
558,D_22,D_49,0.30000000000000004
559,D_22,D_5,0.1
560,D_22,D_6,0.1
561,D_22,D_8,0.1
562,D_23,D_11,0.2
563,D_23,D_12,0.30000000000000004
564,D_23,D_13,0.6
565,D_23,D_14,0.2
566,D_23,D_17,0.1
567,D_23,D_18,35.80000000000022
568,D_23,D_19,37.600000000000236
569,D_23,D_20,68.10000000000045
570,D_23,D_22,3.900000000000002
571,D_23,D_23,60.5000000000005
572,D_23,D_24,0.1
573,D_23,D_26,0.6
574,D_23,D_29,0.6
575,D_23,D_3,0.1
576,D_23,D_34,0.5
577,D_23,D_38,0.6000000000000001
578,D_23,D_39,0.9
579,D_23,D_4,0.2
580,D_23,D_45,0.3
581,D_23,D_47,0.4
582,D_23,D_48,0.6
583,D_23,D_49,0.2
584,D_23,D_50,0.1
585,D_23,D_59,0.30000000000000004
586,D_23,D_61,0.2
587,D_23,D_65,0.1
588,D_24,D_0,0.1
589,D_24,D_11,1.2
590,D_24,D_12,0.4
591,D_24,D_13,2.2000000000000006
592,D_24,D_14,0.7999999999999999
593,D_24,D_15,0.2
594,D_24,D_16,0.5
595,D_24,D_17,0.4
596,D_24,D_18,0.2
597,D_24,D_2,0.30000000000000004
598,D_24,D_20,0.1
599,D_24,D_21,0.1
600,D_24,D_23,0.1
601,D_24,D_24,186.09999999999553
602,D_24,D_28,3.1000000000000014
603,D_24,D_3,0.4
604,D_24,D_31,0.9999999999999999
605,D_24,D_33,0.1
606,D_24,D_35,1.3
607,D_24,D_36,1.4000000000000001
608,D_24,D_37,0.8
609,D_24,D_39,0.1
610,D_24,D_4,0.1
611,D_24,D_41,0.30000000000000004
612,D_24,D_42,2.3000000000000007
613,D_24,D_43,2.700000000000001
614,D_24,D_44,2.0000000000000004
615,D_24,D_45,0.6
616,D_24,D_46,0.5
617,D_24,D_49,0.5
618,D_24,D_5,0.5
619,D_24,D_50,1.4000000000000001
620,D_24,D_51,0.8999999999999999
621,D_24,D_53,1.4000000000000001
622,D_24,D_54,0.30000000000000004
623,D_24,D_55,0.7999999999999999
624,D_24,D_56,0.5
625,D_24,D_57,1.3
626,D_24,D_58,0.7
627,D_24,D_59,1.3
628,D_24,D_6,0.5
629,D_24,D_60,0.5
630,D_24,D_61,0.1
631,D_24,D_62,0.1
632,D_24,D_66,0.2
633,D_24,D_67,0.1
634,D_24,D_68,0.1
635,D_24,D_70,0.1
636,D_24,D_71,0.2
637,D_24,D_8,0.8999999999999999
638,D_24,D_9,0.7
639,D_25,D_0,0.30000000000000004
640,D_25,D_12,0.30000000000000004
641,D_25,D_13,0.2
642,D_25,D_14,0.1
643,D_25,D_17,0.1
644,D_25,D_25,147.29999999999654
645,D_25,D_27,151.99999999999628
646,D_25,D_36,0.4
647,D_25,D_37,0.1
648,D_25,D_38,0.1
649,D_25,D_43,0.4
650,D_25,D_44,0.30000000000000004
651,D_25,D_45,0.5
652,D_25,D_46,0.4
653,D_25,D_48,0.2
654,D_25,D_50,0.5
655,D_25,D_51,0.9999999999999999
656,D_25,D_53,2.3000000000000003
657,D_25,D_54,0.6
658,D_25,D_56,1.6000000000000003
659,D_25,D_57,1.2000000000000002
660,D_25,D_59,0.5
661,D_25,D_60,0.30000000000000004
662,D_25,D_61,0.2
663,D_25,D_7,1.2999999999999998
664,D_25,D_70,0.1
665,D_25,D_8,0.2
666,D_26,D_18,0.7
667,D_26,D_19,0.30000000000000004
668,D_26,D_20,0.7
669,D_26,D_22,0.1
670,D_26,D_23,0.6
671,D_26,D_26,5.399999999999998
672,D_26,D_29,0.1
673,D_26,D_30,0.1
674,D_26,D_32,0.1
675,D_26,D_38,0.2
676,D_26,D_39,0.7999999999999999
677,D_26,D_40,0.1
678,D_26,D_47,0.2
679,D_26,D_48,0.6
680,D_26,D_55,0.1
681,D_27,D_1,0.7999999999999999
682,D_27,D_10,0.2
683,D_27,D_11,0.1
684,D_27,D_12,0.4
685,D_27,D_13,0.8
686,D_27,D_14,0.7
687,D_27,D_16,0.4
688,D_27,D_17,0.1
689,D_27,D_19,0.1
690,D_27,D_21,0.1
691,D_27,D_24,0.2
692,D_27,D_25,148.29999999999652
693,D_27,D_27,189.79999999999416
694,D_27,D_36,0.1
695,D_27,D_37,0.2
696,D_27,D_43,0.9999999999999999
697,D_27,D_44,0.2
698,D_27,D_45,0.7999999999999999
699,D_27,D_46,0.5
700,D_27,D_47,0.1
701,D_27,D_48,0.1
702,D_27,D_50,1.3000000000000003
703,D_27,D_51,1.0999999999999999
704,D_27,D_53,1.7000000000000004
705,D_27,D_54,0.2
706,D_27,D_55,0.30000000000000004
707,D_27,D_56,3.1000000000000014
708,D_27,D_57,2.2000000000000006
709,D_27,D_58,0.1
710,D_27,D_59,0.30000000000000004
711,D_27,D_6,0.1
712,D_27,D_64,0.1
713,D_27,D_65,0.1
714,D_27,D_67,0.1
715,D_27,D_7,0.2
716,D_27,D_8,0.4
717,D_27,D_9,0.4
718,D_28,D_11,0.1
719,D_28,D_13,0.5
720,D_28,D_14,0.1
721,D_28,D_16,0.2
722,D_28,D_17,0.1
723,D_28,D_2,0.2
724,D_28,D_24,2.700000000000001
725,D_28,D_28,17.799999999999976
726,D_28,D_31,2.500000000000001
727,D_28,D_33,0.5
728,D_28,D_35,0.7
729,D_28,D_36,0.6000000000000001
730,D_28,D_37,1.0999999999999999
731,D_28,D_43,0.6
732,D_28,D_44,1.0999999999999999
733,D_28,D_45,0.30000000000000004
734,D_28,D_46,0.1
735,D_28,D_50,0.7
736,D_28,D_51,0.6
737,D_28,D_53,1.5000000000000002
738,D_28,D_54,0.30000000000000004
739,D_28,D_55,0.30000000000000004
740,D_28,D_56,1.4000000000000001
741,D_28,D_57,0.4
742,D_28,D_59,0.4
743,D_28,D_8,0.1
744,D_29,D_10,0.2
745,D_29,D_11,0.2
746,D_29,D_15,0.1
747,D_29,D_17,0.4
748,D_29,D_18,4.500000000000001
749,D_29,D_19,3.5000000000000018
750,D_29,D_2,0.30000000000000004
751,D_29,D_20,4.4
752,D_29,D_22,3.900000000000002
753,D_29,D_23,0.7
754,D_29,D_26,0.1
755,D_29,D_29,85.29999999999954
756,D_29,D_3,0.1
757,D_29,D_30,23.500000000000053
758,D_29,D_32,22.100000000000012
759,D_29,D_34,9.699999999999983
760,D_29,D_38,5.399999999999997
761,D_29,D_39,6.099999999999996
762,D_29,D_4,0.30000000000000004
763,D_29,D_40,1.4000000000000001
764,D_29,D_43,0.1
765,D_29,D_47,3.2000000000000015
766,D_29,D_48,7.599999999999991
767,D_29,D_49,1.7000000000000004
768,D_29,D_56,0.1
769,D_29,D_57,0.2
770,D_29,D_59,0.1
771,D_29,D_6,0.30000000000000004
772,D_29,D_7,0.1
773,D_29,D_8,0.1
774,D_29,D_9,0.1
775,D_3,D_10,0.2
776,D_3,D_11,8.599999999999989
777,D_3,D_12,2.5000000000000004
778,D_3,D_13,4.000000000000002
779,D_3,D_14,3.7000000000000024
780,D_3,D_15,1.5000000000000002
781,D_3,D_16,0.8999999999999999
782,D_3,D_17,2.400000000000001
783,D_3,D_18,0.1
784,D_3,D_2,11.699999999999978
785,D_3,D_23,0.2
786,D_3,D_24,0.30000000000000004
787,D_3,D_27,0.1
788,D_3,D_3,64.80000000000054
789,D_3,D_30,0.1
790,D_3,D_38,0.1
791,D_3,D_4,41.2000000000003
792,D_3,D_45,0.1
793,D_3,D_47,0.1
794,D_3,D_48,0.2
795,D_3,D_5,9.399999999999984
796,D_3,D_55,0.1
797,D_3,D_57,0.30000000000000004
798,D_3,D_59,0.1
799,D_3,D_6,12.499999999999975
800,D_3,D_62,0.2
801,D_3,D_7,0.7999999999999999
802,D_3,D_8,5.1999999999999975
803,D_3,D_9,1.8000000000000005
804,D_30,D_18,0.1
805,D_30,D_20,0.1
806,D_30,D_22,0.1
807,D_30,D_26,0.1
808,D_30,D_29,24.800000000000043
809,D_30,D_3,0.1
810,D_30,D_30,2.700000000000001
811,D_30,D_32,10.499999999999986
812,D_30,D_34,3.800000000000002
813,D_30,D_38,1.0999999999999999
814,D_30,D_39,1.7000000000000004
815,D_30,D_40,2.3000000000000007
816,D_30,D_47,0.30000000000000004
817,D_30,D_48,1.3
818,D_30,D_49,0.5
819,D_30,D_51,0.1
820,D_31,D_11,0.1
821,D_31,D_12,0.1
822,D_31,D_13,0.2
823,D_31,D_19,0.1
824,D_31,D_21,0.1
825,D_31,D_24,1.2
826,D_31,D_25,0.1
827,D_31,D_28,2.400000000000001
828,D_31,D_3,0.1
829,D_31,D_31,95.19999999999929
830,D_31,D_33,10.499999999999982
831,D_31,D_35,9.799999999999983
832,D_31,D_36,2.800000000000001
833,D_31,D_37,2.400000000000001
834,D_31,D_41,0.6
835,D_31,D_42,0.7
836,D_31,D_43,6.399999999999994
837,D_31,D_44,8.899999999999988
838,D_31,D_45,1.5000000000000002
839,D_31,D_46,0.6
840,D_31,D_48,0.1
841,D_31,D_5,0.1
842,D_31,D_50,2.2000000000000006
843,D_31,D_51,1.3
844,D_31,D_53,4.000000000000002
845,D_31,D_54,0.4
846,D_31,D_55,1.9000000000000006
847,D_31,D_56,5.299999999999997
848,D_31,D_57,1.7000000000000002
849,D_31,D_58,0.30000000000000004
850,D_31,D_59,0.4
851,D_31,D_60,0.5
852,D_31,D_61,0.1
853,D_31,D_62,0.30000000000000004
854,D_31,D_63,0.2
855,D_31,D_65,0.1
856,D_31,D_66,0.1
857,D_31,D_70,0.1
858,D_31,D_8,0.2
859,D_31,D_9,0.1
860,D_32,D_12,0.1
861,D_32,D_13,0.2
862,D_32,D_18,0.4
863,D_32,D_19,0.1
864,D_32,D_20,0.1
865,D_32,D_29,21.300000000000004
866,D_32,D_30,10.89999999999999
867,D_32,D_32,17.399999999999984
868,D_32,D_34,12.29999999999998
869,D_32,D_38,2.700000000000001
870,D_32,D_39,1.6
871,D_32,D_4,0.1
872,D_32,D_40,0.6
873,D_32,D_47,1.0999999999999999
874,D_32,D_48,2.100000000000001
