,s_region,e_region,index
144,A_1,A_87,0.2
145,A_1,A_89,0.2
146,A_1,A_9,0.1
147,A_1,A_90,0.1
148,A_1,A_91,0.1
149,A_1,A_92,0.4
150,A_1,A_93,0.1
151,A_1,A_95,0.1
152,A_1,A_96,0.4
153,A_1,A_97,0.1
154,A_1,A_98,0.2
155,A_1,A_99,0.2
156,A_10,A_0,0.9999999999999999
157,A_10,A_1,0.6
158,A_10,A_10,279.1999999999943
159,A_10,A_100,0.8999999999999999
160,A_10,A_101,1.3
161,A_10,A_102,0.7
162,A_10,A_103,0.2
163,A_10,A_104,3.0000000000000013
164,A_10,A_105,1.2
165,A_10,A_106,0.30000000000000004
166,A_10,A_107,2.1000000000000005
167,A_10,A_108,2.500000000000001
168,A_10,A_11,135.69999999999766
169,A_10,A_110,0.1
170,A_10,A_111,1.9000000000000004
171,A_10,A_112,1.4000000000000001
172,A_10,A_113,0.30000000000000004
173,A_10,A_114,1.3
174,A_10,A_115,1.5000000000000002
175,A_10,A_116,0.4
176,A_10,A_117,1.9000000000000006
177,A_10,A_12,36.60000000000019
178,A_10,A_13,130.8999999999974
179,A_10,A_14,124.89999999999793
180,A_10,A_15,55.50000000000049
181,A_10,A_16,63.70000000000057
182,A_10,A_17,4.100000000000001
183,A_10,A_18,59.30000000000054
184,A_10,A_19,48.90000000000039
185,A_10,A_2,5.099999999999998
186,A_10,A_20,46.40000000000034
187,A_10,A_21,6.599999999999993
188,A_10,A_22,5.299999999999997
189,A_10,A_23,4.699999999999999
190,A_10,A_24,0.30000000000000004
191,A_10,A_25,1.8000000000000005
192,A_10,A_26,5.000000000000001
193,A_10,A_27,2.200000000000001
194,A_10,A_28,2.9000000000000012
195,A_10,A_29,72.30000000000022
196,A_10,A_3,5.1999999999999975
197,A_10,A_30,27.300000000000082
198,A_10,A_31,23.500000000000043
199,A_10,A_32,15.099999999999964
200,A_10,A_33,6.399999999999996
201,A_10,A_34,3.2000000000000015
202,A_10,A_35,4.799999999999999
203,A_10,A_36,5.099999999999998
204,A_10,A_37,4.000000000000002
205,A_10,A_38,17.99999999999999
206,A_10,A_39,38.30000000000023
207,A_10,A_4,27.20000000000008
208,A_10,A_40,24.00000000000006
209,A_10,A_41,14.49999999999997
210,A_10,A_42,11.599999999999978
211,A_10,A_43,17.59999999999998
212,A_10,A_44,6.199999999999995
213,A_10,A_45,5.899999999999996
214,A_10,A_46,2.800000000000001
215,A_10,A_47,6.299999999999996
216,A_10,A_48,2.2000000000000006
217,A_10,A_49,9.499999999999984
218,A_10,A_5,1.5000000000000002
219,A_10,A_50,5.999999999999997
220,A_10,A_51,12.399999999999975
221,A_10,A_52,5.6999999999999975
222,A_10,A_53,10.799999999999981
223,A_10,A_54,2.2000000000000006
224,A_10,A_55,5.799999999999995
225,A_10,A_56,6.099999999999995
226,A_10,A_57,7.199999999999992
227,A_10,A_58,0.8999999999999999
228,A_10,A_59,0.7999999999999999
229,A_10,A_6,6.099999999999996
230,A_10,A_60,3.600000000000002
231,A_10,A_61,6.599999999999994
232,A_10,A_62,9.199999999999987
233,A_10,A_63,1.6000000000000003
234,A_10,A_64,17.39999999999998
235,A_10,A_65,17.89999999999998
236,A_10,A_66,4.4
237,A_10,A_67,16.59999999999997
238,A_10,A_68,5.799999999999996
239,A_10,A_69,3.600000000000002
240,A_10,A_7,116.29999999999814
241,A_10,A_70,5.4999999999999964
242,A_10,A_71,7.799999999999992
243,A_10,A_72,1.5000000000000002
244,A_10,A_73,2.600000000000001
245,A_10,A_74,2.800000000000001
246,A_10,A_75,4.4
247,A_10,A_76,2.0000000000000004
248,A_10,A_77,0.30000000000000004
249,A_10,A_78,2.4000000000000012
250,A_10,A_79,3.600000000000002
251,A_10,A_8,95.09999999999911
252,A_10,A_80,3.100000000000002
253,A_10,A_81,2.0000000000000004
254,A_10,A_82,1.9000000000000008
255,A_10,A_83,6.999999999999995
256,A_10,A_84,5.299999999999997
257,A_10,A_85,0.2
258,A_10,A_87,4.8
259,A_10,A_88,3.4000000000000017
260,A_10,A_89,2.1000000000000005
261,A_10,A_9,190.7999999999942
262,A_10,A_90,1.6000000000000003
263,A_10,A_91,1.8000000000000005
264,A_10,A_92,2.0000000000000004
265,A_10,A_93,4.100000000000001
266,A_10,A_94,0.8999999999999999
267,A_10,A_95,0.9999999999999999
268,A_10,A_96,1.0999999999999999
269,A_10,A_97,0.7999999999999999
270,A_10,A_98,3.0000000000000013
271,A_10,A_99,1.7000000000000006
272,A_100,A_0,0.4
273,A_100,A_10,1.0999999999999999
274,A_100,A_100,34.5000000000001
275,A_100,A_101,11.199999999999978
276,A_100,A_102,36.50000000000018
277,A_100,A_103,4.999999999999998
278,A_100,A_104,5.199999999999999
279,A_100,A_105,2.400000000000001
280,A_100,A_106,1.8000000000000005
281,A_100,A_107,3.2000000000000015
282,A_100,A_108,3.2000000000000015
283,A_100,A_109,1.3
284,A_100,A_11,0.30000000000000004
285,A_100,A_110,1.7000000000000004
286,A_100,A_111,2.0000000000000004
287,A_100,A_112,0.7999999999999999
288,A_100,A_113,0.7
289,A_100,A_114,1.3
290,A_100,A_115,1.4000000000000001
291,A_100,A_116,0.1
292,A_100,A_117,1.3
293,A_100,A_12,0.30000000000000004
294,A_100,A_13,1.0999999999999999
295,A_100,A_14,0.7999999999999999
296,A_100,A_15,1.1
297,A_100,A_16,1.3
298,A_100,A_17,0.6
299,A_100,A_18,0.9999999999999999
300,A_100,A_19,2.300000000000001
301,A_100,A_2,0.1
302,A_100,A_20,0.5
303,A_100,A_21,0.30000000000000004
304,A_100,A_22,0.1
305,A_100,A_23,0.2
306,A_100,A_24,0.2
307,A_100,A_25,0.6
308,A_100,A_26,0.30000000000000004
309,A_100,A_27,0.30000000000000004
310,A_100,A_28,0.30000000000000004
311,A_100,A_29,4.699999999999999
312,A_100,A_3,0.2
313,A_100,A_30,1.1
314,A_100,A_31,2.0000000000000004
315,A_100,A_33,0.1
316,A_100,A_34,0.6
317,A_100,A_35,0.5
318,A_100,A_36,1.6000000000000003
319,A_100,A_37,1.4000000000000001
320,A_100,A_38,3.1000000000000014
321,A_100,A_39,6.199999999999995
322,A_100,A_40,2.1000000000000005
323,A_100,A_41,1.9000000000000008
324,A_100,A_42,2.100000000000001
325,A_100,A_43,1.5000000000000002
326,A_100,A_44,0.9999999999999999
327,A_100,A_45,0.5
328,A_100,A_46,0.2
329,A_100,A_47,0.9
330,A_100,A_48,0.30000000000000004
331,A_100,A_49,1.8
332,A_100,A_50,11.599999999999982
333,A_100,A_51,3.200000000000001
334,A_100,A_52,2.3000000000000007
335,A_100,A_53,2.600000000000001
336,A_100,A_54,0.6
337,A_100,A_55,1.4
338,A_100,A_56,0.9999999999999999
339,A_100,A_57,1.3
340,A_100,A_59,0.2
341,A_100,A_6,0.2
342,A_100,A_60,1.2
343,A_100,A_61,0.8999999999999999
344,A_100,A_62,1.2
345,A_100,A_63,0.2
346,A_100,A_64,4.200000000000002
347,A_100,A_65,5.099999999999999
348,A_100,A_66,3.3000000000000016
349,A_100,A_67,3.800000000000002
350,A_100,A_68,2.0000000000000004
351,A_100,A_69,1.5
352,A_100,A_7,0.6000000000000001
353,A_100,A_70,1.5000000000000002
354,A_100,A_71,1.3
355,A_100,A_72,0.2
356,A_100,A_73,0.6
357,A_100,A_74,0.1
358,A_100,A_75,0.7
359,A_100,A_77,0.5
360,A_100,A_78,1.9000000000000008
361,A_100,A_79,2.3000000000000007
362,A_100,A_8,0.30000000000000004
363,A_100,A_80,0.9999999999999999
364,A_100,A_81,2.1000000000000005
365,A_100,A_82,2.0
366,A_100,A_83,2.0000000000000004
367,A_100,A_84,1.9000000000000006
368,A_100,A_85,0.2
369,A_100,A_87,6.799999999999992
370,A_100,A_88,13.099999999999975
371,A_100,A_89,5.599999999999996
372,A_100,A_9,0.7999999999999999
373,A_100,A_90,2.8000000000000007
374,A_100,A_91,0.5
375,A_100,A_92,12.499999999999973
376,A_100,A_93,24.000000000000057
377,A_100,A_94,28.4000000000001
378,A_100,A_95,0.7999999999999999
379,A_100,A_96,0.2
380,A_100,A_97,0.1
381,A_100,A_98,11.999999999999979
382,A_100,A_99,46.60000000000036
383,A_101,A_10,1.2
384,A_101,A_100,12.59999999999998
385,A_101,A_101,190.89999999999546
386,A_101,A_102,172.89999999999674
387,A_101,A_103,1.5000000000000002
388,A_101,A_104,90.69999999999953
389,A_101,A_105,30.800000000000125
390,A_101,A_106,22.60000000000004
391,A_101,A_107,51.10000000000041
392,A_101,A_108,24.200000000000035
393,A_101,A_109,3.800000000000002
394,A_101,A_11,0.1
395,A_101,A_110,12.499999999999973
396,A_101,A_111,19.800000000000008
397,A_101,A_112,4.000000000000002
398,A_101,A_113,3.700000000000002
399,A_101,A_114,7.199999999999992
400,A_101,A_115,13.299999999999972
401,A_101,A_116,2.800000000000001
402,A_101,A_117,5.399999999999999
403,A_101,A_12,0.7999999999999999
404,A_101,A_13,0.8999999999999999
405,A_101,A_14,1.3
406,A_101,A_15,0.8999999999999999
407,A_101,A_16,0.7999999999999999
408,A_101,A_17,0.7999999999999999
409,A_101,A_18,1.8000000000000005
410,A_101,A_19,1.0999999999999999
411,A_101,A_2,0.4
412,A_101,A_20,1.6000000000000005
413,A_101,A_21,0.4
414,A_101,A_22,0.2
415,A_101,A_23,0.30000000000000004
416,A_101,A_25,0.30000000000000004
417,A_101,A_26,0.8999999999999999
418,A_101,A_27,0.30000000000000004
419,A_101,A_28,0.7
420,A_101,A_29,6.199999999999996
421,A_101,A_3,0.1
422,A_101,A_30,2.1000000000000005
423,A_101,A_31,1.3
424,A_101,A_32,1.2999999999999998
425,A_101,A_33,0.30000000000000004
426,A_101,A_34,0.9999999999999999
427,A_101,A_35,1.2
428,A_101,A_36,2.3000000000000007
429,A_101,A_37,1.2
430,A_101,A_38,4.4
431,A_101,A_39,8.699999999999989
432,A_101,A_4,0.5
433,A_101,A_40,5.1
434,A_101,A_41,2.2000000000000006
435,A_101,A_42,2.2000000000000006
436,A_101,A_43,1.9000000000000004
437,A_101,A_44,1.4000000000000004
438,A_101,A_45,0.30000000000000004
439,A_101,A_46,0.5
440,A_101,A_47,1.2
441,A_101,A_49,4.5
442,A_101,A_5,0.1
443,A_101,A_50,15.399999999999967
444,A_101,A_51,8.499999999999988
445,A_101,A_52,6.699999999999994
446,A_101,A_53,7.599999999999993
447,A_101,A_54,1.6000000000000005
448,A_101,A_55,2.400000000000001
449,A_101,A_56,1.9000000000000004
450,A_101,A_57,1.3
451,A_101,A_59,0.30000000000000004
452,A_101,A_6,0.1
453,A_101,A_60,1.3
454,A_101,A_61,0.6
455,A_101,A_62,2.400000000000001
456,A_101,A_63,0.7999999999999999
457,A_101,A_64,13.19999999999997
458,A_101,A_65,18.799999999999986
459,A_101,A_66,7.0999999999999925
460,A_101,A_67,10.49999999999998
461,A_101,A_68,7.099999999999994
462,A_101,A_69,4.5
463,A_101,A_7,0.7999999999999999
464,A_101,A_70,2.2000000000000006
465,A_101,A_71,2.500000000000001
466,A_101,A_72,0.5
467,A_101,A_73,0.2
468,A_101,A_74,0.6
469,A_101,A_75,1.9000000000000006
470,A_101,A_76,0.30000000000000004
471,A_101,A_77,1.9000000000000006
472,A_101,A_78,7.099999999999992
473,A_101,A_79,6.299999999999997
474,A_101,A_8,0.4
475,A_101,A_80,4.8
476,A_101,A_81,2.9000000000000012
477,A_101,A_82,1.8000000000000005
478,A_101,A_83,3.600000000000002
479,A_101,A_84,1.2
480,A_101,A_85,0.30000000000000004
481,A_101,A_87,16.59999999999997
482,A_101,A_88,11.299999999999978
483,A_101,A_89,1.0999999999999999
484,A_101,A_9,0.9999999999999999
485,A_101,A_90,0.30000000000000004
486,A_101,A_91,0.5
487,A_101,A_92,34.10000000000018
488,A_101,A_93,30.60000000000014
489,A_101,A_94,3.700000000000002
490,A_101,A_95,2.2000000000000006
491,A_101,A_96,0.5
492,A_101,A_97,0.7999999999999999
493,A_101,A_98,107.39999999999901
494,A_101,A_99,41.30000000000028
495,A_102,A_1,0.2
496,A_102,A_10,0.4
497,A_102,A_100,38.500000000000156
498,A_102,A_101,176.699999999997
499,A_102,A_102,25.40000000000004
500,A_102,A_103,9.799999999999986
501,A_102,A_104,23.800000000000047
502,A_102,A_105,55.70000000000042
503,A_102,A_106,2.800000000000001
504,A_102,A_107,24.70000000000006
505,A_102,A_108,25.300000000000058
506,A_102,A_109,3.2000000000000015
507,A_102,A_11,0.4
508,A_102,A_110,1.9000000000000006
509,A_102,A_111,5.899999999999997
510,A_102,A_112,2.700000000000001
511,A_102,A_113,1.3
512,A_102,A_114,9.799999999999986
513,A_102,A_115,2.500000000000001
514,A_102,A_116,4.799999999999999
515,A_102,A_117,4.300000000000001
516,A_102,A_12,0.2
517,A_102,A_13,1.3000000000000003
518,A_102,A_14,0.5
519,A_102,A_15,2.600000000000001
520,A_102,A_16,0.9999999999999999
521,A_102,A_17,0.30000000000000004
522,A_102,A_18,0.9
523,A_102,A_19,1.6
524,A_102,A_20,1.5
525,A_102,A_21,1.0000000000000002
526,A_102,A_22,0.2
527,A_102,A_23,0.4
528,A_102,A_25,0.6
529,A_102,A_26,0.7
530,A_102,A_27,0.5
531,A_102,A_28,0.30000000000000004
532,A_102,A_29,2.2
533,A_102,A_3,0.30000000000000004
534,A_102,A_30,2.600000000000001
535,A_102,A_31,2.3000000000000007
536,A_102,A_32,0.30000000000000004
537,A_102,A_33,0.30000000000000004
538,A_102,A_34,0.5
539,A_102,A_35,0.4
540,A_102,A_36,0.30000000000000004
541,A_102,A_37,0.7999999999999999
542,A_102,A_38,0.7999999999999999
543,A_102,A_39,2.600000000000001
544,A_102,A_4,0.1
545,A_102,A_40,1.9000000000000008
546,A_102,A_41,2.2000000000000006
547,A_102,A_42,2.600000000000001
548,A_102,A_43,5.199999999999998
549,A_102,A_44,2.600000000000001
550,A_102,A_45,0.7
551,A_102,A_46,0.9999999999999999
552,A_102,A_47,0.5
553,A_102,A_49,0.9999999999999999
554,A_102,A_5,0.2
555,A_102,A_50,4.799999999999999
556,A_102,A_51,2.500000000000001
557,A_102,A_52,4.000000000000002
558,A_102,A_53,9.899999999999986
559,A_102,A_54,2.2000000000000006
560,A_102,A_55,3.2000000000000015
561,A_102,A_56,2.7000000000000006
562,A_102,A_57,1.4000000000000001
563,A_102,A_58,0.1
564,A_102,A_59,0.30000000000000004
565,A_102,A_60,0.30000000000000004
566,A_102,A_61,0.1
567,A_102,A_62,0.7
568,A_102,A_63,0.5
569,A_102,A_64,0.9999999999999999
570,A_102,A_65,4.200000000000001
571,A_102,A_66,3.2000000000000015
572,A_102,A_67,9.499999999999988
573,A_102,A_68,5.899999999999997
574,A_102,A_69,5.799999999999997
575,A_102,A_7,0.6
576,A_102,A_70,6.399999999999996
577,A_102,A_71,3.4000000000000017
578,A_102,A_72,0.30000000000000004
579,A_102,A_73,0.7
580,A_102,A_74,0.4
581,A_102,A_75,1.0
582,A_102,A_76,0.4
583,A_102,A_77,0.4
584,A_102,A_78,2.3000000000000007
585,A_102,A_79,4.300000000000001
586,A_102,A_8,0.6
587,A_102,A_80,4.300000000000001
588,A_102,A_81,7.199999999999994
589,A_102,A_82,4.300000000000001
590,A_102,A_83,4.899999999999999
591,A_102,A_84,1.8000000000000005
592,A_102,A_85,0.1
593,A_102,A_87,9.399999999999988
594,A_102,A_88,14.699999999999966
595,A_102,A_89,3.0000000000000013
596,A_102,A_9,0.9999999999999999
597,A_102,A_90,1.8000000000000003
598,A_102,A_91,0.30000000000000004
599,A_102,A_92,18.899999999999984
600,A_102,A_93,36.400000000000205
601,A_102,A_94,6.399999999999994
602,A_102,A_95,4.100000000000001
603,A_102,A_96,0.2
604,A_102,A_97,1.2000000000000002
605,A_102,A_98,91.69999999999958
606,A_102,A_99,73.40000000000016
607,A_103,A_0,0.2
608,A_103,A_10,0.7
609,A_103,A_100,5.399999999999998
610,A_103,A_101,1.9000000000000004
611,A_103,A_102,9.799999999999988
612,A_103,A_103,5.099999999999999
613,A_103,A_104,2.500000000000001
614,A_103,A_105,2.5000000000000004
615,A_103,A_106,0.4
616,A_103,A_107,1.2
617,A_103,A_108,2.0000000000000004
618,A_103,A_109,0.1
619,A_103,A_110,0.1
620,A_103,A_111,1.2
621,A_103,A_112,0.9999999999999999
622,A_103,A_113,1.0999999999999999
623,A_103,A_114,0.2
624,A_103,A_115,0.1
625,A_103,A_116,0.8999999999999999
626,A_103,A_117,0.2
627,A_103,A_12,0.2
628,A_103,A_13,0.7999999999999999
629,A_103,A_14,0.1
630,A_103,A_15,0.6000000000000001
631,A_103,A_17,0.2
632,A_103,A_18,0.4
633,A_103,A_19,0.1
634,A_103,A_2,0.1
635,A_103,A_20,0.1
636,A_103,A_22,0.1
637,A_103,A_27,0.1
638,A_103,A_29,0.9
639,A_103,A_3,0.1
640,A_103,A_30,0.5
641,A_103,A_31,0.30000000000000004
642,A_103,A_32,0.1
643,A_103,A_34,0.1
644,A_103,A_38,0.6
645,A_103,A_39,1.2
646,A_103,A_40,0.7
647,A_103,A_41,0.1
648,A_103,A_43,1.0
649,A_103,A_44,0.1
650,A_103,A_46,0.30000000000000004
651,A_103,A_47,0.1
652,A_103,A_49,0.1
653,A_103,A_50,1.2000000000000002
654,A_103,A_51,0.2
655,A_103,A_52,0.2
656,A_103,A_53,0.4
657,A_103,A_54,0.2
658,A_103,A_55,0.4
659,A_103,A_56,0.6
660,A_103,A_57,0.30000000000000004
661,A_103,A_6,0.1
662,A_103,A_60,0.1
663,A_103,A_61,0.2
664,A_103,A_62,0.1
665,A_103,A_63,0.1
666,A_103,A_64,0.30000000000000004
667,A_103,A_65,0.5
668,A_103,A_66,0.4
669,A_103,A_67,0.5
670,A_103,A_68,0.1
671,A_103,A_70,0.1
672,A_103,A_73,0.1
673,A_103,A_75,0.2
674,A_103,A_78,0.4
675,A_103,A_8,0.30000000000000004
676,A_103,A_80,0.2
677,A_103,A_81,0.1
678,A_103,A_82,0.2
679,A_103,A_84,0.1
680,A_103,A_87,0.6
681,A_103,A_88,0.30000000000000004
682,A_103,A_89,0.2
683,A_103,A_9,0.30000000000000004
684,A_103,A_90,0.1
685,A_103,A_91,0.30000000000000004
686,A_103,A_92,1.2
687,A_103,A_93,2.700000000000001
688,A_103,A_94,0.9999999999999999
689,A_103,A_95,0.1
690,A_103,A_97,0.2
691,A_103,A_98,2.1000000000000005
692,A_103,A_99,7.499999999999991
693,A_104,A_1,0.1
694,A_104,A_10,2.9000000000000012
695,A_104,A_100,5.699999999999997
696,A_104,A_101,96.3999999999993
697,A_104,A_102,22.600000000000044
698,A_104,A_103,2.3000000000000007
699,A_104,A_104,217.0999999999935
700,A_104,A_105,118.1999999999986
701,A_104,A_106,62.900000000000574
702,A_104,A_107,245.8999999999917
703,A_104,A_108,144.79999999999697
704,A_104,A_109,14.499999999999968
705,A_104,A_11,1.6000000000000003
706,A_104,A_110,29.20000000000012
707,A_104,A_111,78.9999999999999
708,A_104,A_112,38.30000000000021
709,A_104,A_113,8.699999999999989
710,A_104,A_114,41.900000000000254
711,A_104,A_115,48.10000000000033
712,A_104,A_116,21.400000000000006
713,A_104,A_117,44.60000000000031
714,A_104,A_12,1.2000000000000002
715,A_104,A_13,4.300000000000001
716,A_104,A_14,3.0000000000000013
717,A_104,A_15,0.9999999999999999
718,A_104,A_16,2.3000000000000007
719,A_104,A_17,1.0999999999999999
720,A_104,A_18,4.7
721,A_104,A_19,3.0000000000000013
722,A_104,A_2,0.4
723,A_104,A_20,3.2000000000000015
724,A_104,A_21,0.7999999999999999
725,A_104,A_23,0.1
726,A_104,A_24,0.1
727,A_104,A_25,2.9000000000000012
728,A_104,A_26,1.9000000000000006
729,A_104,A_27,0.8
730,A_104,A_28,1.2
731,A_104,A_29,15.499999999999966
732,A_104,A_3,0.8
733,A_104,A_30,5.099999999999999
734,A_104,A_31,2.9000000000000012
735,A_104,A_32,2.3000000000000007
736,A_104,A_33,0.4
737,A_104,A_34,1.9000000000000006
738,A_104,A_35,1.4000000000000001
739,A_104,A_36,2.2000000000000006
740,A_104,A_37,2.600000000000001
741,A_104,A_38,7.499999999999992
742,A_104,A_39,11.599999999999978
743,A_104,A_4,0.7999999999999999
744,A_104,A_40,8.199999999999989
745,A_104,A_41,7.699999999999991
746,A_104,A_42,3.5000000000000018
747,A_104,A_43,4.4
748,A_104,A_44,1.2000000000000002
749,A_104,A_45,0.7
750,A_104,A_46,2.2000000000000006
751,A_104,A_47,3.800000000000002
752,A_104,A_48,0.6
753,A_104,A_49,5.199999999999999
754,A_104,A_5,0.30000000000000004
755,A_104,A_50,5.799999999999997
756,A_104,A_51,25.500000000000078
757,A_104,A_52,5.299999999999997
758,A_104,A_53,11.899999999999977
759,A_104,A_54,2.1000000000000005
760,A_104,A_55,1.6000000000000003
761,A_104,A_56,1.4000000000000001
762,A_104,A_57,1.9000000000000004
763,A_104,A_59,0.4
764,A_104,A_6,0.30000000000000004
765,A_104,A_60,1.5
766,A_104,A_61,3.700000000000002
767,A_104,A_62,6.499999999999993
768,A_104,A_63,0.8999999999999999
769,A_104,A_64,11.899999999999975
770,A_104,A_65,16.799999999999976
771,A_104,A_66,7.099999999999992
772,A_104,A_67,19.8
773,A_104,A_68,8.999999999999988
774,A_104,A_69,2.400000000000001
775,A_104,A_7,1.3000000000000003
776,A_104,A_70,2.9000000000000012
777,A_104,A_71,1.8000000000000003
778,A_104,A_72,0.7
779,A_104,A_73,1.3
780,A_104,A_74,1.7000000000000004
781,A_104,A_75,3.000000000000001
782,A_104,A_76,0.6
783,A_104,A_77,0.7999999999999999
784,A_104,A_78,4.100000000000001
785,A_104,A_79,6.5999999999999925
786,A_104,A_8,2.0000000000000004
787,A_104,A_80,3.900000000000002
788,A_104,A_81,3.0000000000000013
789,A_104,A_82,1.2000000000000002
790,A_104,A_83,3.700000000000002
791,A_104,A_84,2.3000000000000007
792,A_104,A_85,0.30000000000000004
793,A_104,A_87,19.8
794,A_104,A_88,11.099999999999978
795,A_104,A_89,1.8000000000000003
796,A_104,A_9,5.299999999999998
797,A_104,A_90,0.7999999999999999
798,A_104,A_91,0.7
799,A_104,A_92,21.20000000000002
800,A_104,A_93,20.00000000000001
801,A_104,A_94,4.5
802,A_104,A_95,2.0000000000000004
803,A_104,A_96,1.8000000000000003
804,A_104,A_97,0.5
805,A_104,A_98,60.80000000000052
806,A_104,A_99,21.60000000000003
807,A_105,A_1,0.1
808,A_105,A_10,1.3
809,A_105,A_100,2.1000000000000005
810,A_105,A_101,30.000000000000128
811,A_105,A_102,53.30000000000039
812,A_105,A_103,2.6000000000000014
813,A_105,A_104,119.59999999999835
814,A_105,A_105,66.40000000000046
815,A_105,A_106,26.700000000000095
816,A_105,A_107,138.59999999999724
817,A_105,A_108,128.1999999999977
818,A_105,A_109,35.400000000000155
819,A_105,A_11,0.9999999999999999
820,A_105,A_110,14.199999999999974
821,A_105,A_111,42.70000000000029
822,A_105,A_112,35.30000000000014
823,A_105,A_113,15.199999999999969
824,A_105,A_114,11.799999999999978
825,A_105,A_115,28.100000000000108
826,A_105,A_116,4.799999999999999
827,A_105,A_117,16.199999999999967
828,A_105,A_12,1.1
829,A_105,A_13,1.9000000000000001
830,A_105,A_14,0.4
831,A_105,A_15,1.7000000000000002
832,A_105,A_16,1.0999999999999999
833,A_105,A_17,0.8999999999999999
834,A_105,A_18,1.6
