,s_region,e_region,index
114,C_100,C_77,4.200000000000001
115,C_100,C_80,0.9999999999999999
116,C_100,C_81,3.4000000000000012
117,C_100,C_82,2.800000000000001
118,C_100,C_83,1.5
119,C_100,C_84,0.8999999999999999
120,C_100,C_85,4.000000000000002
121,C_100,C_86,0.1
122,C_100,C_88,12.499999999999975
123,C_100,C_89,0.4
124,C_100,C_90,2.600000000000001
125,C_100,C_91,0.1
126,C_100,C_92,9.599999999999987
127,C_100,C_93,30.60000000000015
128,C_100,C_94,118.79999999999788
129,C_100,C_95,105.09999999999864
130,C_100,C_96,6.199999999999996
131,C_100,C_97,0.8999999999999999
132,C_100,C_98,10.69999999999998
133,C_100,C_99,147.4999999999967
134,C_101,C_100,183.39999999999452
135,C_101,C_101,196.29999999999382
136,C_101,C_102,47.900000000000354
137,C_101,C_103,8.699999999999989
138,C_101,C_105,54.20000000000045
139,C_101,C_106,166.29999999999555
140,C_101,C_107,130.29999999999745
141,C_101,C_108,52.80000000000042
142,C_101,C_109,7.499999999999993
143,C_101,C_110,0.9999999999999999
144,C_101,C_111,36.900000000000226
145,C_101,C_112,21.300000000000015
146,C_101,C_113,3.700000000000002
147,C_101,C_114,0.2
148,C_101,C_115,6.2999999999999945
149,C_101,C_116,3.700000000000002
150,C_101,C_117,0.7
151,C_101,C_118,0.2
152,C_101,C_122,0.2
153,C_101,C_129,0.2
154,C_101,C_27,0.30000000000000004
155,C_101,C_34,0.2
156,C_101,C_45,0.8999999999999999
157,C_101,C_48,0.2
158,C_101,C_49,0.4
159,C_101,C_51,0.4
160,C_101,C_53,0.4
161,C_101,C_55,0.2
162,C_101,C_57,0.1
163,C_101,C_59,0.1
164,C_101,C_60,0.7999999999999999
165,C_101,C_61,0.7
166,C_101,C_63,0.2
167,C_101,C_64,0.30000000000000004
168,C_101,C_66,0.2
169,C_101,C_68,0.4
170,C_101,C_69,3.500000000000002
171,C_101,C_70,3.5000000000000018
172,C_101,C_73,0.7
173,C_101,C_74,0.1
174,C_101,C_77,2.2000000000000006
175,C_101,C_80,0.9999999999999999
176,C_101,C_81,1.5000000000000002
177,C_101,C_82,1.3
178,C_101,C_83,0.8999999999999999
179,C_101,C_84,0.2
180,C_101,C_85,2.1000000000000005
181,C_101,C_88,3.100000000000002
182,C_101,C_90,1.9000000000000008
183,C_101,C_92,1.8000000000000007
184,C_101,C_93,6.099999999999995
185,C_101,C_94,34.10000000000018
186,C_101,C_95,49.000000000000405
187,C_101,C_96,4.4
188,C_101,C_97,1.4000000000000004
189,C_101,C_98,2.6000000000000014
190,C_101,C_99,20.50000000000002
191,C_102,C_100,34.80000000000019
192,C_102,C_101,44.80000000000033
193,C_102,C_102,211.29999999999401
194,C_102,C_103,80.99999999999977
195,C_102,C_104,0.1
196,C_102,C_105,9.699999999999985
197,C_102,C_106,40.60000000000028
198,C_102,C_107,123.79999999999804
199,C_102,C_108,226.7999999999926
200,C_102,C_109,42.800000000000246
201,C_102,C_110,9.399999999999984
202,C_102,C_111,51.30000000000042
203,C_102,C_112,50.1000000000004
204,C_102,C_113,17.599999999999977
205,C_102,C_114,1.2000000000000002
206,C_102,C_115,15.599999999999964
207,C_102,C_116,11.599999999999978
208,C_102,C_117,3.3000000000000016
209,C_102,C_118,0.1
210,C_102,C_126,0.1
211,C_102,C_128,0.8999999999999999
212,C_102,C_129,0.30000000000000004
213,C_102,C_131,0.2
214,C_102,C_132,0.2
215,C_102,C_133,0.2
216,C_102,C_17,0.1
217,C_102,C_29,0.2
218,C_102,C_33,0.2
219,C_102,C_34,0.4
220,C_102,C_35,0.1
221,C_102,C_37,0.1
222,C_102,C_38,0.1
223,C_102,C_42,0.1
224,C_102,C_45,6.099999999999994
225,C_102,C_46,0.4
226,C_102,C_48,0.2
227,C_102,C_49,1.6000000000000003
228,C_102,C_51,0.4
229,C_102,C_53,3.0000000000000013
230,C_102,C_54,1.3
231,C_102,C_55,0.7
232,C_102,C_57,0.4
233,C_102,C_58,0.4
234,C_102,C_59,2.3000000000000007
235,C_102,C_60,3.4000000000000017
236,C_102,C_61,2.9000000000000012
237,C_102,C_63,0.8999999999999999
238,C_102,C_64,0.1
239,C_102,C_66,0.30000000000000004
240,C_102,C_68,0.4
241,C_102,C_69,12.299999999999976
242,C_102,C_7,0.1
243,C_102,C_70,11.799999999999978
244,C_102,C_71,0.6000000000000001
245,C_102,C_72,0.1
246,C_102,C_73,0.2
247,C_102,C_75,0.1
248,C_102,C_77,21.30000000000002
249,C_102,C_78,0.1
250,C_102,C_80,3.0000000000000013
251,C_102,C_81,8.49999999999999
252,C_102,C_82,10.39999999999998
253,C_102,C_83,4.200000000000001
254,C_102,C_84,0.4
255,C_102,C_85,12.999999999999972
256,C_102,C_86,0.30000000000000004
257,C_102,C_88,7.099999999999994
258,C_102,C_89,0.1
259,C_102,C_90,13.49999999999997
260,C_102,C_92,0.7
261,C_102,C_93,6.5999999999999925
262,C_102,C_94,22.40000000000005
263,C_102,C_95,9.499999999999986
264,C_102,C_96,72.0000000000003
265,C_102,C_97,11.699999999999976
266,C_102,C_98,4.8999999999999995
267,C_102,C_99,5.699999999999996
268,C_103,C_100,7.499999999999992
269,C_103,C_101,8.499999999999986
270,C_103,C_102,81.59999999999978
271,C_103,C_103,79.70000000000006
272,C_103,C_105,3.600000000000002
273,C_103,C_106,8.399999999999991
274,C_103,C_107,22.60000000000004
275,C_103,C_108,61.30000000000056
276,C_103,C_109,14.19999999999997
277,C_103,C_110,3.1000000000000014
278,C_103,C_111,12.199999999999974
279,C_103,C_112,10.49999999999998
280,C_103,C_113,6.2999999999999945
281,C_103,C_115,4.000000000000002
282,C_103,C_116,3.800000000000002
283,C_103,C_117,1.8000000000000005
284,C_103,C_119,0.1
285,C_103,C_121,0.2
286,C_103,C_122,0.1
287,C_103,C_124,0.1
288,C_103,C_125,0.1
289,C_103,C_128,0.30000000000000004
290,C_103,C_129,0.2
291,C_103,C_131,0.1
292,C_103,C_132,0.30000000000000004
293,C_103,C_133,0.1
294,C_103,C_18,0.1
295,C_103,C_24,0.1
296,C_103,C_27,0.1
297,C_103,C_28,0.1
298,C_103,C_29,0.1
299,C_103,C_45,1.4000000000000004
300,C_103,C_46,0.30000000000000004
301,C_103,C_48,0.30000000000000004
302,C_103,C_49,0.5
303,C_103,C_51,0.1
304,C_103,C_53,1.6000000000000003
305,C_103,C_54,0.2
306,C_103,C_55,0.2
307,C_103,C_57,0.1
308,C_103,C_59,0.5
309,C_103,C_60,1.6000000000000003
310,C_103,C_61,2.3000000000000007
311,C_103,C_63,0.7
312,C_103,C_64,0.1
313,C_103,C_66,0.1
314,C_103,C_67,0.4
315,C_103,C_68,0.1
316,C_103,C_69,8.799999999999986
317,C_103,C_70,7.8999999999999915
318,C_103,C_71,0.1
319,C_103,C_73,0.30000000000000004
320,C_103,C_75,0.1
321,C_103,C_77,14.199999999999969
322,C_103,C_80,1.7000000000000004
323,C_103,C_81,6.699999999999994
324,C_103,C_82,8.29999999999999
325,C_103,C_83,3.4000000000000012
326,C_103,C_84,0.4
327,C_103,C_85,9.599999999999985
328,C_103,C_86,0.1
329,C_103,C_88,1.7000000000000004
330,C_103,C_90,13.999999999999972
331,C_103,C_91,0.30000000000000004
332,C_103,C_92,0.2
333,C_103,C_93,0.7999999999999999
334,C_103,C_94,4.999999999999999
335,C_103,C_95,2.4000000000000012
336,C_103,C_96,30.00000000000012
337,C_103,C_97,6.199999999999995
338,C_103,C_98,1.8000000000000005
339,C_103,C_99,2.2000000000000006
340,C_104,C_104,24.500000000000036
341,C_104,C_105,0.2
342,C_104,C_106,0.1
343,C_104,C_107,0.30000000000000004
344,C_104,C_108,0.1
345,C_104,C_111,0.1
346,C_104,C_113,0.1
347,C_104,C_118,0.6
348,C_104,C_121,0.2
349,C_104,C_122,0.1
350,C_104,C_124,0.1
351,C_104,C_4,0.1
352,C_104,C_45,0.1
353,C_104,C_49,0.1
354,C_104,C_50,0.1
355,C_104,C_51,0.6
356,C_104,C_55,0.1
357,C_104,C_57,0.1
358,C_104,C_59,0.2
359,C_104,C_60,0.1
360,C_104,C_65,0.4
361,C_104,C_69,0.5
362,C_104,C_70,0.7
363,C_104,C_71,0.6
364,C_104,C_74,0.4
365,C_104,C_75,0.7999999999999999
366,C_104,C_76,0.4
367,C_104,C_77,0.2
368,C_104,C_78,0.2
369,C_104,C_79,0.2
370,C_104,C_81,0.1
371,C_104,C_82,0.2
372,C_104,C_83,0.1
373,C_104,C_85,0.1
374,C_104,C_90,0.1
375,C_104,C_97,0.1
376,C_105,C_10,0.1
377,C_105,C_100,168.29999999999595
378,C_105,C_101,59.20000000000051
379,C_105,C_102,10.599999999999985
380,C_105,C_103,4.4
381,C_105,C_104,0.2
382,C_105,C_105,81.99999999999986
383,C_105,C_106,92.49999999999922
384,C_105,C_107,35.30000000000021
385,C_105,C_108,15.399999999999967
386,C_105,C_109,3.2000000000000015
387,C_105,C_110,1.4000000000000001
388,C_105,C_111,29.50000000000012
389,C_105,C_112,8.599999999999987
390,C_105,C_113,2.600000000000001
391,C_105,C_114,0.30000000000000004
392,C_105,C_115,3.700000000000002
393,C_105,C_116,0.7999999999999999
394,C_105,C_117,0.5
395,C_105,C_121,0.2
396,C_105,C_125,0.2
397,C_105,C_128,0.1
398,C_105,C_129,0.4
399,C_105,C_130,0.1
400,C_105,C_132,0.2
401,C_105,C_18,0.2
402,C_105,C_27,0.1
403,C_105,C_28,0.30000000000000004
404,C_105,C_29,0.1
405,C_105,C_30,0.1
406,C_105,C_34,0.30000000000000004
407,C_105,C_37,0.2
408,C_105,C_43,0.1
409,C_105,C_45,1.2000000000000002
410,C_105,C_47,0.1
411,C_105,C_48,0.2
412,C_105,C_49,0.9999999999999999
413,C_105,C_51,0.4
414,C_105,C_53,1.0999999999999999
415,C_105,C_54,0.4
416,C_105,C_55,0.4
417,C_105,C_57,0.4
418,C_105,C_58,0.7
419,C_105,C_59,1.0999999999999999
420,C_105,C_60,0.8999999999999999
421,C_105,C_61,0.9999999999999999
422,C_105,C_63,0.8999999999999999
423,C_105,C_64,0.4
424,C_105,C_66,0.30000000000000004
425,C_105,C_67,0.2
426,C_105,C_68,0.4
427,C_105,C_69,2.9000000000000012
428,C_105,C_70,3.6000000000000014
429,C_105,C_73,0.5
430,C_105,C_74,0.1
431,C_105,C_75,0.5
432,C_105,C_77,5.799999999999996
433,C_105,C_79,0.1
434,C_105,C_80,0.9999999999999999
435,C_105,C_81,2.0000000000000004
436,C_105,C_82,2.700000000000001
437,C_105,C_83,0.7
438,C_105,C_84,0.5
439,C_105,C_85,6.199999999999997
440,C_105,C_88,6.999999999999994
441,C_105,C_90,2.500000000000001
442,C_105,C_91,0.1
443,C_105,C_92,1.7000000000000004
444,C_105,C_93,7.399999999999991
445,C_105,C_94,25.600000000000076
446,C_105,C_95,9.799999999999985
447,C_105,C_96,2.9000000000000012
448,C_105,C_97,0.30000000000000004
449,C_105,C_98,4.100000000000001
450,C_105,C_99,20.20000000000001
451,C_106,C_100,101.69999999999871
452,C_106,C_101,158.79999999999566
453,C_106,C_102,41.80000000000028
454,C_106,C_103,9.699999999999985
455,C_106,C_105,85.59999999999954
456,C_106,C_106,148.99999999999628
457,C_106,C_107,146.29999999999663
458,C_106,C_108,50.80000000000041
459,C_106,C_109,7.399999999999993
460,C_106,C_110,1.4000000000000001
461,C_106,C_111,52.90000000000045
462,C_106,C_112,29.200000000000117
463,C_106,C_113,6.699999999999993
464,C_106,C_114,0.4
465,C_106,C_115,7.199999999999992
466,C_106,C_116,5.099999999999999
467,C_106,C_117,0.30000000000000004
468,C_106,C_132,0.1
469,C_106,C_133,0.1
470,C_106,C_25,0.1
471,C_106,C_34,0.1
472,C_106,C_35,0.1
473,C_106,C_37,0.2
474,C_106,C_40,0.1
475,C_106,C_44,0.1
476,C_106,C_45,1.3
477,C_106,C_48,0.30000000000000004
478,C_106,C_49,0.6
479,C_106,C_51,0.7999999999999999
480,C_106,C_53,0.5
481,C_106,C_54,0.1
482,C_106,C_55,0.30000000000000004
483,C_106,C_57,0.30000000000000004
484,C_106,C_58,0.2
485,C_106,C_59,0.4
486,C_106,C_60,0.7
487,C_106,C_61,0.6000000000000001
488,C_106,C_63,0.4
489,C_106,C_64,0.4
490,C_106,C_66,0.1
491,C_106,C_67,0.4
492,C_106,C_68,0.4
493,C_106,C_69,5.399999999999999
494,C_106,C_70,4.699999999999999
495,C_106,C_71,0.1
496,C_106,C_73,0.2
497,C_106,C_75,0.30000000000000004
498,C_106,C_76,0.1
499,C_106,C_77,2.800000000000001
500,C_106,C_80,0.7
501,C_106,C_81,2.400000000000001
502,C_106,C_82,2.400000000000001
503,C_106,C_83,0.4
504,C_106,C_84,0.5
505,C_106,C_85,3.600000000000002
506,C_106,C_86,0.4
507,C_106,C_88,4.100000000000001
508,C_106,C_89,0.2
509,C_106,C_90,2.800000000000001
510,C_106,C_92,2.3000000000000007
511,C_106,C_93,6.699999999999992
512,C_106,C_94,21.600000000000033
513,C_106,C_95,18.299999999999986
514,C_106,C_96,6.499999999999996
515,C_106,C_97,1.7000000000000004
516,C_106,C_98,3.6000000000000014
517,C_106,C_99,27.600000000000097
518,C_107,C_100,58.50000000000052
519,C_107,C_101,122.69999999999757
520,C_107,C_102,118.89999999999816
521,C_107,C_103,22.500000000000032
522,C_107,C_104,0.4
523,C_107,C_105,32.000000000000156
524,C_107,C_106,143.89999999999648
525,C_107,C_107,171.09999999999502
526,C_107,C_108,174.4999999999954
527,C_107,C_109,13.399999999999972
528,C_107,C_110,3.9000000000000017
529,C_107,C_111,88.49999999999943
530,C_107,C_112,69.50000000000033
531,C_107,C_113,15.099999999999964
532,C_107,C_114,1.8000000000000005
533,C_107,C_115,13.099999999999973
534,C_107,C_116,14.299999999999969
535,C_107,C_117,2.500000000000001
536,C_107,C_12,0.1
537,C_107,C_122,0.1
538,C_107,C_128,0.2
539,C_107,C_131,0.2
540,C_107,C_132,0.30000000000000004
541,C_107,C_133,0.1
542,C_107,C_24,0.2
543,C_107,C_27,0.1
544,C_107,C_28,0.1
545,C_107,C_29,0.1
546,C_107,C_31,0.2
547,C_107,C_34,0.30000000000000004
548,C_107,C_38,0.1
549,C_107,C_43,0.2
550,C_107,C_44,0.1
551,C_107,C_45,3.0000000000000018
552,C_107,C_48,0.30000000000000004
553,C_107,C_49,0.5
554,C_107,C_50,0.2
555,C_107,C_51,0.6
556,C_107,C_53,1.7000000000000002
557,C_107,C_54,0.4
558,C_107,C_55,0.5
559,C_107,C_57,1.4
560,C_107,C_59,0.8999999999999999
561,C_107,C_60,1.4000000000000001
562,C_107,C_61,1.0
563,C_107,C_63,0.30000000000000004
564,C_107,C_64,0.1
565,C_107,C_65,0.2
566,C_107,C_66,0.2
567,C_107,C_69,6.799999999999995
568,C_107,C_70,5.299999999999997
569,C_107,C_73,0.30000000000000004
570,C_107,C_74,0.1
571,C_107,C_76,0.2
572,C_107,C_77,7.499999999999991
573,C_107,C_78,0.1
574,C_107,C_80,2.0000000000000004
575,C_107,C_81,4.6
576,C_107,C_82,3.600000000000002
577,C_107,C_83,1.7000000000000004
578,C_107,C_84,0.30000000000000004
579,C_107,C_85,5.599999999999997
580,C_107,C_86,0.2
581,C_107,C_88,4.300000000000001
582,C_107,C_89,0.1
583,C_107,C_90,4.200000000000001
584,C_107,C_91,0.1
585,C_107,C_92,2.0000000000000004
586,C_107,C_93,6.199999999999995
587,C_107,C_94,24.600000000000065
588,C_107,C_95,17.29999999999998
589,C_107,C_96,13.299999999999974
590,C_107,C_97,3.5000000000000013
591,C_107,C_98,2.500000000000001
592,C_107,C_99,16.199999999999964
593,C_108,C_100,33.4000000000002
594,C_108,C_101,47.90000000000038
595,C_108,C_102,222.89999999999262
596,C_108,C_103,58.50000000000051
597,C_108,C_104,0.1
598,C_108,C_105,12.199999999999976
599,C_108,C_106,50.60000000000042
600,C_108,C_107,173.39999999999534
601,C_108,C_108,278.99999999999517
602,C_108,C_109,40.30000000000024
603,C_108,C_110,9.899999999999983
604,C_108,C_111,88.69999999999945
605,C_108,C_112,114.59999999999829
606,C_108,C_113,38.00000000000025
607,C_108,C_114,1.9000000000000004
608,C_108,C_115,25.60000000000007
609,C_108,C_116,18.9
610,C_108,C_117,2.700000000000001
611,C_108,C_121,0.2
612,C_108,C_123,0.1
613,C_108,C_128,0.6
614,C_108,C_129,0.1
615,C_108,C_132,0.4
616,C_108,C_133,0.2
617,C_108,C_27,0.1
618,C_108,C_30,0.1
619,C_108,C_32,0.2
620,C_108,C_34,0.30000000000000004
621,C_108,C_36,0.2
622,C_108,C_37,0.30000000000000004
623,C_108,C_38,0.2
624,C_108,C_4,0.1
625,C_108,C_41,0.2
626,C_108,C_45,4.5
627,C_108,C_47,0.4
628,C_108,C_48,0.5
629,C_108,C_49,0.7999999999999999
630,C_108,C_50,0.1
631,C_108,C_51,0.1
632,C_108,C_53,2.500000000000001
633,C_108,C_54,0.9999999999999999
634,C_108,C_55,1.2
635,C_108,C_57,0.2
636,C_108,C_59,0.8999999999999999
637,C_108,C_6,0.1
638,C_108,C_60,2.3000000000000007
639,C_108,C_61,2.700000000000001
640,C_108,C_63,0.7
641,C_108,C_64,0.2
642,C_108,C_66,0.5
643,C_108,C_67,0.1
644,C_108,C_69,9.899999999999984
645,C_108,C_7,0.1
646,C_108,C_70,8.799999999999988
647,C_108,C_71,0.1
648,C_108,C_74,0.1
649,C_108,C_75,0.1
650,C_108,C_77,12.19999999999998
651,C_108,C_78,0.1
652,C_108,C_79,0.1
653,C_108,C_80,1.5000000000000002
654,C_108,C_81,7.099999999999994
655,C_108,C_82,6.999999999999992
656,C_108,C_83,2.700000000000001
657,C_108,C_84,0.1
658,C_108,C_85,10.699999999999978
659,C_108,C_86,0.7
660,C_108,C_88,4.100000000000002
661,C_108,C_89,0.2
662,C_108,C_90,8.099999999999989
663,C_108,C_92,0.7
664,C_108,C_93,5.299999999999999
665,C_108,C_94,19.400000000000013
666,C_108,C_95,9.499999999999984
667,C_108,C_96,32.60000000000015
668,C_108,C_97,7.099999999999992
669,C_108,C_98,4.000000000000002
670,C_108,C_99,6.799999999999995
671,C_109,C_100,5.999999999999995
672,C_109,C_101,7.499999999999993
673,C_109,C_102,39.000000000000256
674,C_109,C_103,12.899999999999974
675,C_109,C_105,3.1000000000000014
676,C_109,C_106,6.999999999999992
677,C_109,C_107,11.899999999999977
678,C_109,C_108,40.50000000000026
679,C_109,C_109,6.699999999999993
680,C_109,C_110,2.800000000000001
681,C_109,C_111,6.099999999999995
682,C_109,C_112,11.29999999999998
683,C_109,C_113,5.899999999999995
684,C_109,C_114,0.4
685,C_109,C_115,2.3000000000000007
686,C_109,C_116,2.500000000000001
687,C_109,C_117,0.5
688,C_109,C_121,0.1
689,C_109,C_128,0.1
690,C_109,C_129,0.30000000000000004
691,C_109,C_133,0.1
692,C_109,C_27,0.1
693,C_109,C_28,0.2
694,C_109,C_42,0.1
695,C_109,C_45,0.4
696,C_109,C_49,0.2
697,C_109,C_53,0.7999999999999999
698,C_109,C_54,0.1
699,C_109,C_55,0.30000000000000004
700,C_109,C_59,0.2
701,C_109,C_60,0.5
702,C_109,C_61,0.30000000000000004
703,C_109,C_64,0.1
704,C_109,C_68,0.1
705,C_109,C_69,1.5000000000000002
706,C_109,C_70,2.4000000000000012
707,C_109,C_77,3.900000000000002
708,C_109,C_80,0.5
709,C_109,C_81,2.400000000000001
710,C_109,C_82,2.1000000000000005
711,C_109,C_83,0.7999999999999999
712,C_109,C_85,2.3000000000000007
713,C_109,C_88,0.8
714,C_109,C_90,1.9000000000000004
715,C_109,C_92,0.6
716,C_109,C_93,1.6000000000000005
717,C_109,C_94,4.699999999999999
718,C_109,C_95,2.6000000000000005
719,C_109,C_96,4.000000000000002
720,C_109,C_97,1.0999999999999999
721,C_109,C_98,0.9
722,C_109,C_99,2.2000000000000006
723,C_11,C_108,0.30000000000000004
724,C_11,C_109,0.1
725,C_11,C_11,11.099999999999978
726,C_11,C_111,0.2
727,C_11,C_12,0.4
728,C_11,C_20,0.1
729,C_11,C_22,0.2
730,C_11,C_27,0.1
731,C_11,C_28,0.1
732,C_11,C_32,0.1
733,C_11,C_33,0.7
734,C_11,C_34,0.8999999999999999
735,C_11,C_37,0.4
736,C_11,C_38,0.6
737,C_11,C_52,0.1
738,C_11,C_53,0.2
739,C_11,C_54,0.1
740,C_11,C_57,0.1
741,C_11,C_70,0.1
742,C_11,C_8,0.1
743,C_11,C_82,0.1
744,C_11,C_84,0.4
745,C_110,C_100,0.9999999999999999
746,C_110,C_101,1.2
747,C_110,C_102,9.099999999999987
748,C_110,C_103,3.700000000000002
749,C_110,C_105,1.3
750,C_110,C_106,2.1000000000000005
751,C_110,C_107,2.3000000000000007
752,C_110,C_108,9.699999999999987
753,C_110,C_109,3.3000000000000016
754,C_110,C_110,16.599999999999973
755,C_110,C_111,1.9000000000000006
756,C_110,C_112,7.799999999999989
757,C_110,C_113,14.899999999999967
758,C_110,C_115,1.8000000000000005
759,C_110,C_116,1.4000000000000001
760,C_110,C_117,2.200000000000001
761,C_110,C_118,0.2
762,C_110,C_122,0.1
763,C_110,C_128,0.2
764,C_110,C_129,0.1
765,C_110,C_131,0.1
766,C_110,C_133,0.1
767,C_110,C_45,0.5
768,C_110,C_48,0.1
769,C_110,C_49,0.30000000000000004
770,C_110,C_53,0.6
771,C_110,C_54,0.1
772,C_110,C_55,0.1
773,C_110,C_57,0.1
774,C_110,C_58,0.1
775,C_110,C_59,0.1
776,C_110,C_60,0.5
777,C_110,C_61,0.5
778,C_110,C_66,0.1
779,C_110,C_68,0.1
780,C_110,C_69,1.7000000000000004
781,C_110,C_70,0.9
782,C_110,C_77,1.3000000000000003
783,C_110,C_80,0.5
784,C_110,C_81,1.6
785,C_110,C_82,1.3
786,C_110,C_83,0.7
787,C_110,C_84,0.1
788,C_110,C_85,4.300000000000001
789,C_110,C_86,0.1
790,C_110,C_88,0.2
791,C_110,C_90,3.2000000000000015
792,C_110,C_92,0.4
793,C_110,C_93,0.2
794,C_110,C_94,0.30000000000000004
795,C_110,C_95,0.1
796,C_110,C_96,3.900000000000002
797,C_110,C_97,2.800000000000001
798,C_110,C_99,0.6
799,C_111,C_10,0.1
800,C_111,C_100,19.300000000000008
801,C_111,C_101,33.50000000000017
802,C_111,C_102,48.10000000000038
803,C_111,C_103,12.799999999999972
804,C_111,C_105,25.400000000000095
805,C_111,C_106,51.900000000000446
806,C_111,C_107,89.89999999999928
807,C_111,C_108,88.39999999999944
808,C_111,C_109,5.899999999999997
809,C_111,C_11,0.1
810,C_111,C_110,1.5000000000000002
811,C_111,C_111,146.99999999999682
812,C_111,C_112,104.89999999999873
813,C_111,C_113,19.10000000000001
814,C_111,C_114,9.799999999999983
815,C_111,C_115,24.800000000000068
816,C_111,C_116,23.300000000000058
817,C_111,C_117,0.6
818,C_111,C_118,0.30000000000000004
819,C_111,C_119,0.2
820,C_111,C_12,0.1
821,C_111,C_120,0.2
822,C_111,C_121,0.30000000000000004
823,C_111,C_123,0.1
824,C_111,C_126,0.1
825,C_111,C_128,0.1
826,C_111,C_129,0.30000000000000004
827,C_111,C_130,0.1
828,C_111,C_131,0.5
829,C_111,C_132,0.4
830,C_111,C_133,0.2
831,C_111,C_134,0.2
832,C_111,C_18,0.1
833,C_111,C_21,0.1
834,C_111,C_23,0.2
835,C_111,C_24,0.4
836,C_111,C_25,0.1
837,C_111,C_27,0.6
838,C_111,C_28,0.30000000000000004
839,C_111,C_29,0.2
840,C_111,C_30,0.30000000000000004
841,C_111,C_31,0.2
842,C_111,C_32,0.6
843,C_111,C_33,0.4
844,C_111,C_34,0.5
845,C_111,C_37,0.2
846,C_111,C_38,0.2
847,C_111,C_43,0.2
848,C_111,C_45,15.099999999999978
849,C_111,C_46,0.2
850,C_111,C_47,0.1
851,C_111,C_48,0.2
852,C_111,C_49,1.5000000000000002
853,C_111,C_50,0.1
854,C_111,C_51,1.0999999999999999
855,C_111,C_53,2.3000000000000007
856,C_111,C_54,0.8999999999999999
857,C_111,C_55,0.30000000000000004
858,C_111,C_57,1.4000000000000001
859,C_111,C_58,0.1
860,C_111,C_59,0.7
